,ID,Station Name,Address,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
573,80,Aberdeen St & Monroe St,Aberdeen St & Monroe St,19,19,In Service,41.880419,-87.655519,"(41.880419, -87.655519)"
574,34,Cannon Dr & Fullerton Ave,2432 N. Cannon Dr.,15,15,In Service,41.926755988,-87.634428785,"(41.9267559875, -87.6344287848)"
575,161,Rush St & Superior St,Rush St & Superior St,23,22,In Service,41.895764746,-87.625908033,"(41.89576474564, -87.6259080327)"
576,249,Montrose Harbor,Montrose Harbor,31,31,In Service,41.963982,-87.638181,"(41.963982, -87.638181)"
577,195,Columbus Dr & Randolph St,Columbus Dr & Randolph St,55,53,In Service,41.884728,-87.619521,"(41.884728, -87.619521)"
578,287,Franklin St & Monroe St,Franklin St & Monroe St,27,27,In Service,41.880317,-87.635185,"(41.880317, -87.635185)"
579,24,Fairbanks Ct & Grand Ave,240 E.Grand Ave.,15,11,In Service,41.89186,-87.62062,"(41.89186, -87.62062)"
580,220,Clark St & Drummond Pl,Clark St & Drummond Pl,23,21,In Service,41.931248,-87.644336,"(41.931248, -87.644336)"
581,296,Broadway & Belmont Ave,Broadway & Belmont Ave,19,18,In Service,41.940106,-87.645451,"(41.940106, -87.645451)"
582,313,Lakeview Ave & Fullerton Pkwy,Lakeview Ave & Fullerton Pkwy,19,19,In Service,41.925858,-87.638973,"(41.925858, -87.638973)"
583,123,California Ave & Milwaukee Ave,California Ave & Milwaukee Ave,15,14,In Service,41.922695,-87.697153,"(41.922695, -87.697153)"
584,298,Lincoln Ave & Belle Plaine Ave,Lincoln Ave & Belle Plaine Ave,15,15,In Service,41.955927,-87.679259,"(41.955927, -87.679259)"
585,304,Broadway & Waveland Ave,Broadway & Waveland Ave,15,15,In Service,41.949074,-87.648636,"(41.949074, -87.648636)"
586,196,Cityfront Plaza Dr & Pioneer Ct,Cityfront Plaza Dr & Pioneer Ct,23,23,In Service,41.890573,-87.622072,"(41.890573, -87.622072)"
587,275,Ashland Ave & 13th St,Ashland Ave & 13th St,15,15,In Service,41.865234,-87.666507,"(41.865234, -87.666507)"
588,394,Clark St & 9th St (AMLI),Clark St & 9th St (AMLI),15,15,In Service,41.870816,-87.631246,"(41.870816, -87.631246)"
589,359,Larrabee St & Division St,Larrabee St & Division St,23,23,In Service,41.90348607,-87.643353494,"(41.90348607004, -87.6433534936)"
590,86,Eckhart Park,811 N Noble St,19,17,In Service,41.89637337,-87.66098386,"(41.89637337, -87.66098386)"
591,347,Ashland Ave & Grace St,Ashland Ave & Grace St,15,14,In Service,41.950687,-87.6687,"(41.950687, -87.6687)"
592,49,Dearborn St & Monroe St,80 S Dearborn St,39,37,In Service,41.881319815,-87.629520919,"(41.881319815, -87.6295209193)"
593,329,Lake Shore Dr & Diversey Pkwy,Lake Shore Dr & Diversey Pkwy,23,22,In Service,41.932588,-87.636427,"(41.932588, -87.636427)"
594,47,State St & Kinzie St,5 E Kinzie St,31,31,In Service,41.889187,-87.627754,"(41.889187, -87.627754)"
595,35,Streeter Dr & Grand Ave,Navy Pier,47,46,In Service,41.892278,-87.612043,"(41.892278, -87.612043)"
596,338,Calumet Ave & 18th St,Calumet Ave & 18th St,15,14,In Service,41.857611,-87.619407,"(41.857611, -87.619407)"
597,364,Larrabee St & Oak St,Larrabee St & Oak St,19,17,In Service,41.900219493,-87.642985468,"(41.90021949323, -87.6429854676)"
598,56,Desplaines St & Kinzie St,368 N. Desplaines St.,27,26,In Service,41.888716036,-87.644447853,"(41.888716036, -87.6444478533)"
599,408,Union Ave & Root St,Union Ave & Root St,11,11,In Service,41.819102,-87.643278,"(41.819102, -87.643278)"
600,4,Burnham Harbor,Burnham Harbor,23,23,In Service,41.856268,-87.613348,"(41.856268, -87.613348)"
601,474,Christiana Ave & Lawrence Ave,Christiana Ave & Lawrence Ave,15,15,In Service,41.968354494,-87.711830667,"(41.96835449363, -87.7118306675)"
