,lat,lon,ur_lat,ur_long,bl_lat,bl_long,ul_lat,ul_long,br_lat,br_long,coord,Neighborhoods,Beats,Cell Towers,waste_basket,library,grave_yard,fire_station,drinking_water,fountain,pub,bicycle_parking,pharmacy,bar,bank,bicycle_rental,bench,cafe,fuel,fast_food,school,restaurant,place_of_worship,parking,Divvy,Bike Rack,Bus Stop,L Stop,Metra
1260,41.9910168472,-87.7158453668,41.9932626354,-87.7135995786,41.9887710589,-87.718091155,41.9932626354,-87.718091155,41.9887710589,-87.7135995786,"('-87.7158453668', '41.9910168472')",51,52,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,8,0,0
1261,41.9910168472,-87.7113537903,41.9932626354,-87.7091080021,41.9887710589,-87.7135995786,41.9932626354,-87.7135995786,41.9887710589,-87.7091080021,"('-87.7113537903', '41.9910168472')",51,52,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0
1262,41.9910168472,-87.7068622139,41.9932626354,-87.7046164257,41.9887710589,-87.7091080021,41.9932626354,-87.7091080021,41.9887710589,-87.7046164257,"('-87.7068622139', '41.9910168472')",55,51,19,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,8,0,0,10,0,0
1263,41.9910168472,-87.7023706375,41.9932626354,-87.7001248493,41.9887710589,-87.7046164257,41.9932626354,-87.7046164257,41.9887710589,-87.7001248493,"('-87.7023706375', '41.9910168472')",55,51,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,3,4,0,0
1264,41.9910168472,-87.6978790611,41.9932626354,-87.6956332729,41.9887710589,-87.7001248493,41.9932626354,-87.7001248493,41.9887710589,-87.6956332729,"('-87.6978790611', '41.9910168472')",55,51,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,3,8,0,0
1265,41.9910168472,-87.6933874847,41.9932626354,-87.6911416965,41.9887710589,-87.6956332729,41.9932626354,-87.6956332729,41.9887710589,-87.6911416965,"('-87.6933874847', '41.9910168472')",55,51,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0
1266,41.9910168472,-87.6888959082,41.9932626354,-87.68665012,41.9887710589,-87.6911416965,41.9932626354,-87.6911416965,41.9887710589,-87.68665012,"('-87.6888959082', '41.9910168472')",55,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
1267,41.9910168472,-87.6844043318,41.9932626354,-87.6821585436,41.9887710589,-87.68665012,41.9932626354,-87.68665012,41.9887710589,-87.6821585436,"('-87.6844043318', '41.9910168472')",55,51,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0
1268,41.9910168472,-87.6799127554,41.9932626354,-87.6776669672,41.9887710589,-87.6821585436,41.9932626354,-87.6821585436,41.9887710589,-87.6776669672,"('-87.6799127554', '41.9910168472')",55,51,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
1269,41.9910168472,-87.675421179,41.9932626354,-87.6731753908,41.9887710589,-87.6776669672,41.9932626354,-87.6776669672,41.9887710589,-87.6731753908,"('-87.675421179', '41.9910168472')",55,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,4,0,0
1270,41.9910168472,-87.6709296026,41.9932626354,-87.6686838143,41.9887710589,-87.6731753908,41.9932626354,-87.6731753908,41.9887710589,-87.6686838143,"('-87.6709296026', '41.9910168472')",33,49,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,3,10,0,0
1271,41.9910168472,-87.6664380261,41.9932626354,-87.6641922379,41.9887710589,-87.6686838143,41.9932626354,-87.6686838143,41.9887710589,-87.6641922379,"('-87.6664380261', '41.9910168472')",33,49,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1272,41.9910168472,-87.6619464497,41.9932626354,-87.6597006615,41.9887710589,-87.6641922379,41.9932626354,-87.6641922379,41.9887710589,-87.6597006615,"('-87.6619464497', '41.9910168472')",33,49,30,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,1,1,3,1,10,6,0,0
1273,41.9910168472,-87.6574548733,41.9932626354,-87.6552090851,41.9887710589,-87.6597006615,41.9932626354,-87.6597006615,41.9887710589,-87.6552090851,"('-87.6574548733', '41.9910168472')",33,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,5,4,2,0
1311,41.9865252707,-87.9359326114,41.9887710589,-87.9336868232,41.9842794825,-87.9381783996,41.9887710589,-87.9381783996,41.9842794825,-87.9336868232,"('-87.9359326114', '41.9865252707')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,41.9865252707,-87.931441035,41.9887710589,-87.9291952467,41.9842794825,-87.9336868232,41.9887710589,-87.9336868232,41.9842794825,-87.9291952467,"('-87.931441035', '41.9865252707')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,41.9865252707,-87.9269494585,41.9887710589,-87.9247036703,41.9842794825,-87.9291952467,41.9887710589,-87.9291952467,41.9842794825,-87.9247036703,"('-87.9269494585', '41.9865252707')",24,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1314,41.9865252707,-87.9224578821,41.9887710589,-87.9202120939,41.9842794825,-87.9247036703,41.9887710589,-87.9247036703,41.9842794825,-87.9202120939,"('-87.9224578821', '41.9865252707')",24,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1315,41.9865252707,-87.9179663057,41.9887710589,-87.9157205175,41.9842794825,-87.9202120939,41.9887710589,-87.9202120939,41.9842794825,-87.9157205175,"('-87.9179663057', '41.9865252707')",24,39,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1316,41.9865252707,-87.9134747293,41.9887710589,-87.9112289411,41.9842794825,-87.9157205175,41.9887710589,-87.9157205175,41.9842794825,-87.9112289411,"('-87.9134747293', '41.9865252707')",24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,41.9865252707,-87.9089831528,41.9887710589,-87.9067373646,41.9842794825,-87.9112289411,41.9887710589,-87.9112289411,41.9842794825,-87.9067373646,"('-87.9089831528', '41.9865252707')",24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,41.9865252707,-87.9044915764,41.9887710589,-87.9022457882,41.9842794825,-87.9067373646,41.9887710589,-87.9067373646,41.9842794825,-87.9022457882,"('-87.9044915764', '41.9865252707')",24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,41.9865252707,-87.9,41.9887710589,-87.8977542118,41.9842794825,-87.9022457882,41.9887710589,-87.9022457882,41.9842794825,-87.8977542118,"('-87.9', '41.9865252707')",24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,41.9865252707,-87.8955084236,41.9887710589,-87.8932626354,41.9842794825,-87.8977542118,41.9887710589,-87.8977542118,41.9842794825,-87.8932626354,"('-87.8955084236', '41.9865252707')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,41.9865252707,-87.8910168472,41.9887710589,-87.888771059,41.9842794825,-87.8932626354,41.9887710589,-87.8932626354,41.9842794825,-87.888771059,"('-87.8910168472', '41.9865252707')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,41.9865252707,-87.8865252707,41.9887710589,-87.8842794825,41.9842794825,-87.888771059,41.9887710589,-87.888771059,41.9842794825,-87.8842794825,"('-87.8865252707', '41.9865252707')",24,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1323,41.9865252707,-87.8820336943,41.9887710589,-87.8797879061,41.9842794825,-87.8842794825,41.9887710589,-87.8842794825,41.9842794825,-87.8797879061,"('-87.8820336943', '41.9865252707')",24,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1324,41.9865252707,-87.8775421179,41.9887710589,-87.8752963297,41.9842794825,-87.8797879061,41.9887710589,-87.8797879061,41.9842794825,-87.8752963297,"('-87.8775421179', '41.9865252707')",24,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,41.9865252707,-87.8550842358,41.9887710589,-87.8528384476,41.9842794825,-87.857330024,41.9887710589,-87.857330024,41.9842794825,-87.8528384476,"('-87.8550842358', '41.9865252707')",24,43,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1330,41.9865252707,-87.8505926594,41.9887710589,-87.8483468712,41.9842794825,-87.8528384476,41.9887710589,-87.8528384476,41.9842794825,-87.8483468712,"('-87.8505926594', '41.9865252707')",24,43,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,41.9865252707,-87.846101083,41.9887710589,-87.8438552948,41.9842794825,-87.8483468712,41.9887710589,-87.8483468712,41.9842794825,-87.8438552948,"('-87.846101083', '41.9865252707')",24,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1332,41.9865252707,-87.8416095065,41.9887710589,-87.8393637183,41.9842794825,-87.8438552948,41.9887710589,-87.8438552948,41.9842794825,-87.8393637183,"('-87.8416095065', '41.9865252707')",24,43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1337,41.9865252707,-87.8191516244,41.9887710589,-87.8169058362,41.9842794825,-87.8213974126,41.9887710589,-87.8213974126,41.9842794825,-87.8169058362,"('-87.8191516244', '41.9865252707')",57,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,41.9865252707,-87.814660048,41.9887710589,-87.8124142598,41.9842794825,-87.8169058362,41.9887710589,-87.8169058362,41.9842794825,-87.8124142598,"('-87.814660048', '41.9865252707')",57,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1339,41.9865252707,-87.8101684716,41.9887710589,-87.8079226834,41.9842794825,-87.8124142598,41.9887710589,-87.8124142598,41.9842794825,-87.8079226834,"('-87.8101684716', '41.9865252707')",57,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1340,41.9865252707,-87.8056768952,41.9887710589,-87.803431107,41.9842794825,-87.8079226834,41.9887710589,-87.8079226834,41.9842794825,-87.803431107,"('-87.8056768952', '41.9865252707')",57,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
1341,41.9865252707,-87.8011853188,41.9887710589,-87.7989395305,41.9842794825,-87.803431107,41.9887710589,-87.803431107,41.9842794825,-87.7989395305,"('-87.8011853188', '41.9865252707')",57,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
1342,41.9865252707,-87.7966937423,41.9887710589,-87.7944479541,41.9842794825,-87.7989395305,41.9887710589,-87.7989395305,41.9842794825,-87.7944479541,"('-87.7966937423', '41.9865252707')",57,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,41.9865252707,-87.7922021659,41.9887710589,-87.7899563777,41.9842794825,-87.7944479541,41.9887710589,-87.7944479541,41.9842794825,-87.7899563777,"('-87.7922021659', '41.9865252707')",57,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,2,0,0
1344,41.9865252707,-87.7877105895,41.9887710589,-87.7854648013,41.9842794825,-87.7899563777,41.9887710589,-87.7899563777,41.9842794825,-87.7854648013,"('-87.7877105895', '41.9865252707')",57,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
1345,41.9865252707,-87.7832190131,41.9887710589,-87.7809732249,41.9842794825,-87.7854648013,41.9887710589,-87.7854648013,41.9842794825,-87.7809732249,"('-87.7832190131', '41.9865252707')",57,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1346,41.9865252707,-87.7787274367,41.9887710589,-87.7764816484,41.9842794825,-87.7809732249,41.9887710589,-87.7809732249,41.9842794825,-87.7764816484,"('-87.7787274367', '41.9865252707')",57,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,5,0,0,0
1347,41.9865252707,-87.7742358602,41.9887710589,-87.771990072,41.9842794825,-87.7764816484,41.9887710589,-87.7764816484,41.9842794825,-87.771990072,"('-87.7742358602', '41.9865252707')",49,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1348,41.9865252707,-87.7697442838,41.9887710589,-87.7674984956,41.9842794825,-87.771990072,41.9887710589,-87.771990072,41.9842794825,-87.7674984956,"('-87.7697442838', '41.9865252707')",49,42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0
1349,41.9865252707,-87.7652527074,41.9887710589,-87.7630069192,41.9842794825,-87.7674984956,41.9887710589,-87.7674984956,41.9842794825,-87.7630069192,"('-87.7652527074', '41.9865252707')",49,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
1350,41.9865252707,-87.760761131,41.9887710589,-87.7585153428,41.9842794825,-87.7630069192,41.9887710589,-87.7630069192,41.9842794825,-87.7585153428,"('-87.760761131', '41.9865252707')",49,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,41.9865252707,-87.7562695545,41.9887710589,-87.7540237663,41.9842794825,-87.7585153428,41.9887710589,-87.7585153428,41.9842794825,-87.7540237663,"('-87.7562695545', '41.9865252707')",50,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,41.9865252707,-87.7517779781,41.9887710589,-87.7495321899,41.9842794825,-87.7540237663,41.9887710589,-87.7540237663,41.9842794825,-87.7495321899,"('-87.7517779781', '41.9865252707')",50,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,41.9865252707,-87.7472864017,41.9887710589,-87.7450406135,41.9842794825,-87.7495321899,41.9887710589,-87.7495321899,41.9842794825,-87.7450406135,"('-87.7472864017', '41.9865252707')",50,52,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1354,41.9865252707,-87.7427948253,41.9887710589,-87.7405490371,41.9842794825,-87.7450406135,41.9887710589,-87.7450406135,41.9842794825,-87.7405490371,"('-87.7427948253', '41.9865252707')",50,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,41.9865252707,-87.7383032489,41.9887710589,-87.7360574607,41.9842794825,-87.7405490371,41.9887710589,-87.7405490371,41.9842794825,-87.7360574607,"('-87.7383032489', '41.9865252707')",50,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,41.9865252707,-87.7338116724,41.9887710589,-87.7315658842,41.9842794825,-87.7360574607,41.9887710589,-87.7360574607,41.9842794825,-87.7315658842,"('-87.7338116724', '41.9865252707')",51,52,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,41.9865252707,-87.729320096,41.9887710589,-87.7270743078,41.9842794825,-87.7315658842,41.9887710589,-87.7315658842,41.9842794825,-87.7270743078,"('-87.729320096', '41.9865252707')",51,52,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0
1358,41.9865252707,-87.7248285196,41.9887710589,-87.7225827314,41.9842794825,-87.7270743078,41.9887710589,-87.7270743078,41.9842794825,-87.7225827314,"('-87.7248285196', '41.9865252707')",51,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
1359,41.9865252707,-87.7203369432,41.9887710589,-87.718091155,41.9842794825,-87.7225827314,41.9887710589,-87.7225827314,41.9842794825,-87.718091155,"('-87.7203369432', '41.9865252707')",51,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,41.9865252707,-87.7158453668,41.9887710589,-87.7135995786,41.9842794825,-87.718091155,41.9887710589,-87.718091155,41.9842794825,-87.7135995786,"('-87.7158453668', '41.9865252707')",51,52,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0
1361,41.9865252707,-87.7113537903,41.9887710589,-87.7091080021,41.9842794825,-87.7135995786,41.9887710589,-87.7135995786,41.9842794825,-87.7091080021,"('-87.7113537903', '41.9865252707')",51,52,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1362,41.9865252707,-87.7068622139,41.9887710589,-87.7046164257,41.9842794825,-87.7091080021,41.9887710589,-87.7091080021,41.9842794825,-87.7046164257,"('-87.7068622139', '41.9865252707')",55,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1363,41.9865252707,-87.7023706375,41.9887710589,-87.7001248493,41.9842794825,-87.7046164257,41.9887710589,-87.7046164257,41.9842794825,-87.7001248493,"('-87.7023706375', '41.9865252707')",55,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,0,5,5,0,0
1364,41.9865252707,-87.6978790611,41.9887710589,-87.6956332729,41.9842794825,-87.7001248493,41.9887710589,-87.7001248493,41.9842794825,-87.6956332729,"('-87.6978790611', '41.9865252707')",55,56,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,10,0,0
1365,41.9865252707,-87.6933874847,41.9887710589,-87.6911416965,41.9842794825,-87.6956332729,41.9887710589,-87.6956332729,41.9842794825,-87.6911416965,"('-87.6933874847', '41.9865252707')",55,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1366,41.9865252707,-87.6888959082,41.9887710589,-87.68665012,41.9842794825,-87.6911416965,41.9887710589,-87.6911416965,41.9842794825,-87.68665012,"('-87.6888959082', '41.9865252707')",37,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0
1367,41.9865252707,-87.6844043318,41.9887710589,-87.6821585436,41.9842794825,-87.68665012,41.9887710589,-87.68665012,41.9842794825,-87.6821585436,"('-87.6844043318', '41.9865252707')",37,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1368,41.9865252707,-87.6799127554,41.9887710589,-87.6776669672,41.9842794825,-87.6821585436,41.9887710589,-87.6821585436,41.9842794825,-87.6776669672,"('-87.6799127554', '41.9865252707')",37,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,41.9865252707,-87.675421179,41.9887710589,-87.6731753908,41.9842794825,-87.6776669672,41.9887710589,-87.6776669672,41.9842794825,-87.6731753908,"('-87.675421179', '41.9865252707')",37,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1370,41.9865252707,-87.6709296026,41.9887710589,-87.6686838143,41.9842794825,-87.6731753908,41.9887710589,-87.6731753908,41.9842794825,-87.6686838143,"('-87.6709296026', '41.9865252707')",33,54,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,6,6,0,0
1371,41.9865252707,-87.6664380261,41.9887710589,-87.6641922379,41.9842794825,-87.6686838143,41.9887710589,-87.6686838143,41.9842794825,-87.6641922379,"('-87.6664380261', '41.9865252707')",33,53,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,0,0
1372,41.9865252707,-87.6619464497,41.9887710589,-87.6597006615,41.9842794825,-87.6641922379,41.9887710589,-87.6641922379,41.9842794825,-87.6597006615,"('-87.6619464497', '41.9865252707')",33,53,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,8,0,2,6,0,0
1373,41.9865252707,-87.6574548733,41.9887710589,-87.6552090851,41.9842794825,-87.6597006615,41.9887710589,-87.6597006615,41.9842794825,-87.6552090851,"('-87.6574548733', '41.9865252707')",33,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,1,3,0,0
1374,41.9865252707,-87.6529632969,41.9887710589,-87.6507175087,41.9842794825,-87.6552090851,41.9887710589,-87.6552090851,41.9842794825,-87.6507175087,"('-87.6529632969', '41.9865252707')",33,41,8,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0
1411,41.9820336943,-87.9359326114,41.9842794825,-87.9336868232,41.9797879061,-87.9381783996,41.9842794825,-87.9381783996,41.9797879061,-87.9336868232,"('-87.9359326114', '41.9820336943')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,41.9820336943,-87.931441035,41.9842794825,-87.9291952467,41.9797879061,-87.9336868232,41.9842794825,-87.9336868232,41.9797879061,-87.9291952467,"('-87.931441035', '41.9820336943')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,41.9820336943,-87.9269494585,41.9842794825,-87.9247036703,41.9797879061,-87.9291952467,41.9842794825,-87.9291952467,41.9797879061,-87.9247036703,"('-87.9269494585', '41.9820336943')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,41.9820336943,-87.9224578821,41.9842794825,-87.9202120939,41.9797879061,-87.9247036703,41.9842794825,-87.9247036703,41.9797879061,-87.9202120939,"('-87.9224578821', '41.9820336943')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,41.9820336943,-87.9179663057,41.9842794825,-87.9157205175,41.9797879061,-87.9202120939,41.9842794825,-87.9202120939,41.9797879061,-87.9157205175,"('-87.9179663057', '41.9820336943')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,41.9820336943,-87.9134747293,41.9842794825,-87.9112289411,41.9797879061,-87.9157205175,41.9842794825,-87.9157205175,41.9797879061,-87.9112289411,"('-87.9134747293', '41.9820336943')",24,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,41.9820336943,-87.9089831528,41.9842794825,-87.9067373646,41.9797879061,-87.9112289411,41.9842794825,-87.9112289411,41.9797879061,-87.9067373646,"('-87.9089831528', '41.9820336943')",24,2,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1418,41.9820336943,-87.9044915764,41.9842794825,-87.9022457882,41.9797879061,-87.9067373646,41.9842794825,-87.9067373646,41.9797879061,-87.9022457882,"('-87.9044915764', '41.9820336943')",24,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1419,41.9820336943,-87.9,41.9842794825,-87.8977542118,41.9797879061,-87.9022457882,41.9842794825,-87.9022457882,41.9797879061,-87.8977542118,"('-87.9', '41.9820336943')",24,39,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,41.9820336943,-87.8955084236,41.9842794825,-87.8932626354,41.9797879061,-87.8977542118,41.9842794825,-87.8977542118,41.9797879061,-87.8932626354,"('-87.8955084236', '41.9820336943')",24,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,41.9820336943,-87.8910168472,41.9842794825,-87.888771059,41.9797879061,-87.8932626354,41.9842794825,-87.8932626354,41.9797879061,-87.888771059,"('-87.8910168472', '41.9820336943')",24,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,41.9820336943,-87.8865252707,41.9842794825,-87.8842794825,41.9797879061,-87.888771059,41.9842794825,-87.888771059,41.9797879061,-87.8842794825,"('-87.8865252707', '41.9820336943')",24,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1423,41.9820336943,-87.8820336943,41.9842794825,-87.8797879061,41.9797879061,-87.8842794825,41.9842794825,-87.8842794825,41.9797879061,-87.8797879061,"('-87.8820336943', '41.9820336943')",24,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1424,41.9820336943,-87.8775421179,41.9842794825,-87.8752963297,41.9797879061,-87.8797879061,41.9842794825,-87.8797879061,41.9797879061,-87.8752963297,"('-87.8775421179', '41.9820336943')",24,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,41.9820336943,-87.8550842358,41.9842794825,-87.8528384476,41.9797879061,-87.857330024,41.9842794825,-87.857330024,41.9797879061,-87.8528384476,"('-87.8550842358', '41.9820336943')",24,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,41.9820336943,-87.8505926594,41.9842794825,-87.8483468712,41.9797879061,-87.8528384476,41.9842794825,-87.8528384476,41.9797879061,-87.8483468712,"('-87.8505926594', '41.9820336943')",24,43,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1431,41.9820336943,-87.846101083,41.9842794825,-87.8438552948,41.9797879061,-87.8483468712,41.9842794825,-87.8483468712,41.9797879061,-87.8438552948,"('-87.846101083', '41.9820336943')",24,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
1432,41.9820336943,-87.8416095065,41.9842794825,-87.8393637183,41.9797879061,-87.8438552948,41.9842794825,-87.8438552948,41.9797879061,-87.8393637183,"('-87.8416095065', '41.9820336943')",24,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0
1433,41.9820336943,-87.8371179301,41.9842794825,-87.8348721419,41.9797879061,-87.8393637183,41.9842794825,-87.8393637183,41.9797879061,-87.8348721419,"('-87.8371179301', '41.9820336943')",24,43,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,5,2,0
1436,41.9820336943,-87.8236432009,41.9842794825,-87.8213974126,41.9797879061,-87.8258889891,41.9842794825,-87.8258889891,41.9797879061,-87.8213974126,"('-87.8236432009', '41.9820336943')",57,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
