,lat,lon,ur_lat,ur_long,bl_lat,bl_long,ul_lat,ul_long,br_lat,br_long,coord,Neighborhoods,Beats,Cell Towers,waste_basket,library,grave_yard,fire_station,drinking_water,fountain,pub,bicycle_parking,pharmacy,bar,bank,bicycle_rental,bench,cafe,fuel,fast_food,school,restaurant,place_of_worship,parking,Divvy,Bike Rack,Bus Stop,L Stop,Metra
4778,41.8338116724,-87.6349969912,41.8360574606,-87.632751203,41.8315658842,-87.6372427794,41.8360574606,-87.6372427794,41.8315658842,-87.632751203,"('-87.6349969912', '41.8338116724')",8,169,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,4,0,0,0
4779,41.8338116724,-87.6305054148,41.8360574606,-87.6282596266,41.8315658842,-87.632751203,41.8360574606,-87.632751203,41.8315658842,-87.6282596266,"('-87.6305054148', '41.8338116724')",8,169,48,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,2,0,0
4780,41.8338116724,-87.6260138384,41.8360574606,-87.6237680501,41.8315658842,-87.6282596266,41.8360574606,-87.6282596266,41.8315658842,-87.6237680501,"('-87.6260138384', '41.8338116724')",31,168,34,0,0,0,0,0,2,0,5,0,0,0,1,0,1,0,1,1,1,0,2,1,2,4,2,0
4781,41.8338116724,-87.6215222619,41.8360574606,-87.6192764737,41.8315658842,-87.6237680501,41.8360574606,-87.6237680501,41.8315658842,-87.6192764737,"('-87.6215222619', '41.8338116724')",31,168,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,5,0,0
4782,41.8338116724,-87.6170306855,41.8360574606,-87.6147848973,41.8315658842,-87.6192764737,41.8360574606,-87.6192764737,41.8315658842,-87.6147848973,"('-87.6170306855', '41.8338116724')",31,168,17,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,5,1,1,5,0,0
4783,41.8338116724,-87.6125391091,41.8360574606,-87.6102933209,41.8315658842,-87.6147848973,41.8360574606,-87.6147848973,41.8315658842,-87.6102933209,"('-87.6125391091', '41.8338116724')",31,168,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0
4784,41.8338116724,-87.6080475327,41.8360574606,-87.6058017445,41.8315658842,-87.6102933209,41.8360574606,-87.6102933209,41.8315658842,-87.6058017445,"('-87.6080475327', '41.8338116724')",31,168,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4855,41.829320096,-87.7383032489,41.8315658842,-87.7360574607,41.8270743078,-87.7405490371,41.8315658842,-87.7405490371,41.8270743078,-87.7360574607,"('-87.7383032489', '41.829320096')",7,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4856,41.829320096,-87.7338116724,41.8315658842,-87.7315658842,41.8270743078,-87.7360574607,41.8315658842,-87.7360574607,41.8270743078,-87.7315658842,"('-87.7338116724', '41.829320096')",7,166,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857,41.829320096,-87.729320096,41.8315658842,-87.7270743078,41.8270743078,-87.7315658842,41.8315658842,-87.7315658842,41.8270743078,-87.7270743078,"('-87.729320096', '41.829320096')",7,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858,41.829320096,-87.7248285196,41.8315658842,-87.7225827314,41.8270743078,-87.7270743078,41.8315658842,-87.7270743078,41.8270743078,-87.7225827314,"('-87.7248285196', '41.829320096')",7,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
4859,41.829320096,-87.7203369432,41.8315658842,-87.718091155,41.8270743078,-87.7225827314,41.8315658842,-87.7225827314,41.8270743078,-87.718091155,"('-87.7203369432', '41.829320096')",7,166,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4860,41.829320096,-87.7158453668,41.8315658842,-87.7135995786,41.8270743078,-87.718091155,41.8315658842,-87.718091155,41.8270743078,-87.7135995786,"('-87.7158453668', '41.829320096')",7,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
4861,41.829320096,-87.7113537903,41.8315658842,-87.7091080021,41.8270743078,-87.7135995786,41.8315658842,-87.7135995786,41.8270743078,-87.7091080021,"('-87.7113537903', '41.829320096')",7,95,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4862,41.829320096,-87.7068622139,41.8315658842,-87.7046164257,41.8270743078,-87.7091080021,41.8315658842,-87.7091080021,41.8270743078,-87.7046164257,"('-87.7068622139', '41.829320096')",7,95,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
4863,41.829320096,-87.7023706375,41.8315658842,-87.7001248493,41.8270743078,-87.7046164257,41.8315658842,-87.7046164257,41.8270743078,-87.7001248493,"('-87.7023706375', '41.829320096')",79,95,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
4864,41.829320096,-87.6978790611,41.8315658842,-87.6956332729,41.8270743078,-87.7001248493,41.8315658842,-87.7001248493,41.8270743078,-87.6956332729,"('-87.6978790611', '41.829320096')",79,95,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
4865,41.829320096,-87.6933874847,41.8315658842,-87.6911416965,41.8270743078,-87.6956332729,41.8315658842,-87.6956332729,41.8270743078,-87.6911416965,"('-87.6933874847', '41.829320096')",79,95,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,9,0,0
4866,41.829320096,-87.6888959082,41.8315658842,-87.68665012,41.8270743078,-87.6911416965,41.8315658842,-87.6911416965,41.8270743078,-87.68665012,"('-87.6888959082', '41.829320096')",79,95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
4867,41.829320096,-87.6844043318,41.8315658842,-87.6821585436,41.8270743078,-87.68665012,41.8315658842,-87.68665012,41.8270743078,-87.6821585436,"('-87.6844043318', '41.829320096')",80,164,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,0,0
4868,41.829320096,-87.6799127554,41.8315658842,-87.6776669672,41.8270743078,-87.6821585436,41.8315658842,-87.6821585436,41.8270743078,-87.6776669672,"('-87.6799127554', '41.829320096')",80,164,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,13,2,0
4869,41.829320096,-87.675421179,41.8315658842,-87.6731753908,41.8270743078,-87.6776669672,41.8315658842,-87.6776669672,41.8270743078,-87.6731753908,"('-87.675421179', '41.829320096')",80,164,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,5,0,2,4,0,0
4870,41.829320096,-87.6709296026,41.8315658842,-87.6686838143,41.8270743078,-87.6731753908,41.8315658842,-87.6731753908,41.8270743078,-87.6686838143,"('-87.6709296026', '41.829320096')",80,164,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,4,0,0
4871,41.829320096,-87.6664380261,41.8315658842,-87.6641922379,41.8270743078,-87.6686838143,41.8315658842,-87.6686838143,41.8270743078,-87.6641922379,"('-87.6664380261', '41.829320096')",80,164,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,6,0,0
4872,41.829320096,-87.6619464497,41.8315658842,-87.6597006615,41.8270743078,-87.6641922379,41.8315658842,-87.6641922379,41.8270743078,-87.6597006615,"('-87.6619464497', '41.829320096')",80,164,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4873,41.829320096,-87.6574548733,41.8315658842,-87.6552090851,41.8270743078,-87.6597006615,41.8315658842,-87.6597006615,41.8270743078,-87.6552090851,"('-87.6574548733', '41.829320096')",83,164,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,0,0
4874,41.829320096,-87.6529632969,41.8315658842,-87.6507175087,41.8270743078,-87.6552090851,41.8315658842,-87.6552090851,41.8270743078,-87.6507175087,"('-87.6529632969', '41.829320096')",83,169,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0
4875,41.829320096,-87.6484717205,41.8315658842,-87.6462259322,41.8270743078,-87.6507175087,41.8315658842,-87.6507175087,41.8270743078,-87.6462259322,"('-87.6484717205', '41.829320096')",83,169,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,2,4,0,0
4876,41.829320096,-87.643980144,41.8315658842,-87.6417343558,41.8270743078,-87.6462259322,41.8315658842,-87.6462259322,41.8270743078,-87.6417343558,"('-87.643980144', '41.829320096')",83,169,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,0,0
4877,41.829320096,-87.6394885676,41.8315658842,-87.6372427794,41.8270743078,-87.6417343558,41.8315658842,-87.6417343558,41.8270743078,-87.6372427794,"('-87.6394885676', '41.829320096')",83,169,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,1,4,9,0,0
4878,41.829320096,-87.6349969912,41.8315658842,-87.632751203,41.8270743078,-87.6372427794,41.8315658842,-87.6372427794,41.8270743078,-87.632751203,"('-87.6349969912', '41.829320096')",8,169,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,2,0,0
4879,41.829320096,-87.6305054148,41.8315658842,-87.6282596266,41.8270743078,-87.632751203,41.8315658842,-87.632751203,41.8270743078,-87.6282596266,"('-87.6305054148', '41.829320096')",8,169,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,8,2,1
4880,41.829320096,-87.6260138384,41.8315658842,-87.6237680501,41.8270743078,-87.6282596266,41.8315658842,-87.6282596266,41.8270743078,-87.6237680501,"('-87.6260138384', '41.829320096')",31,101,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,5,1,4,9,0,0
4881,41.829320096,-87.6215222619,41.8315658842,-87.6192764737,41.8270743078,-87.6237680501,41.8315658842,-87.6237680501,41.8270743078,-87.6192764737,"('-87.6215222619', '41.829320096')",31,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,1,7,0,0
4882,41.829320096,-87.6170306855,41.8315658842,-87.6147848973,41.8270743078,-87.6192764737,41.8315658842,-87.6192764737,41.8270743078,-87.6147848973,"('-87.6170306855', '41.829320096')",31,100,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,4,1,2,11,0,0
4883,41.829320096,-87.6125391091,41.8315658842,-87.6102933209,41.8270743078,-87.6147848973,41.8315658842,-87.6147848973,41.8270743078,-87.6102933209,"('-87.6125391091', '41.829320096')",31,100,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,5,0,0
4884,41.829320096,-87.6080475327,41.8315658842,-87.6058017445,41.8270743078,-87.6102933209,41.8315658842,-87.6102933209,41.8270743078,-87.6058017445,"('-87.6080475327', '41.829320096')",38,100,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,1,0,4,0,0
4885,41.829320096,-87.6035559562,41.8315658842,-87.601310168,41.8270743078,-87.6058017445,41.8315658842,-87.6058017445,41.8270743078,-87.601310168,"('-87.6035559562', '41.829320096')",38,100,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4955,41.8248285196,-87.7383032489,41.8270743078,-87.7360574607,41.8225827314,-87.7405490371,41.8270743078,-87.7405490371,41.8225827314,-87.7360574607,"('-87.7383032489', '41.8248285196')",7,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4956,41.8248285196,-87.7338116724,41.8270743078,-87.7315658842,41.8225827314,-87.7360574607,41.8270743078,-87.7360574607,41.8225827314,-87.7315658842,"('-87.7338116724', '41.8248285196')",7,166,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4957,41.8248285196,-87.729320096,41.8270743078,-87.7270743078,41.8225827314,-87.7315658842,41.8270743078,-87.7315658842,41.8225827314,-87.7270743078,"('-87.729320096', '41.8248285196')",7,166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4958,41.8248285196,-87.7248285196,41.8270743078,-87.7225827314,41.8225827314,-87.7270743078,41.8270743078,-87.7270743078,41.8225827314,-87.7225827314,"('-87.7248285196', '41.8248285196')",7,104,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4959,41.8248285196,-87.7203369432,41.8270743078,-87.718091155,41.8225827314,-87.7225827314,41.8270743078,-87.7225827314,41.8225827314,-87.718091155,"('-87.7203369432', '41.8248285196')",7,102,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,41.8248285196,-87.7158453668,41.8270743078,-87.7135995786,41.8225827314,-87.718091155,41.8270743078,-87.718091155,41.8225827314,-87.7135995786,"('-87.7158453668', '41.8248285196')",78,102,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4961,41.8248285196,-87.7113537903,41.8270743078,-87.7091080021,41.8225827314,-87.7135995786,41.8270743078,-87.7135995786,41.8225827314,-87.7091080021,"('-87.7113537903', '41.8248285196')",79,95,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
4962,41.8248285196,-87.7068622139,41.8270743078,-87.7046164257,41.8225827314,-87.7091080021,41.8270743078,-87.7091080021,41.8225827314,-87.7046164257,"('-87.7068622139', '41.8248285196')",79,95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4963,41.8248285196,-87.7023706375,41.8270743078,-87.7001248493,41.8225827314,-87.7046164257,41.8270743078,-87.7046164257,41.8225827314,-87.7001248493,"('-87.7023706375', '41.8248285196')",79,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
4964,41.8248285196,-87.6978790611,41.8270743078,-87.6956332729,41.8225827314,-87.7001248493,41.8270743078,-87.7001248493,41.8225827314,-87.6956332729,"('-87.6978790611', '41.8248285196')",79,95,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
4965,41.8248285196,-87.6933874847,41.8270743078,-87.6911416965,41.8225827314,-87.6956332729,41.8270743078,-87.6956332729,41.8225827314,-87.6911416965,"('-87.6933874847', '41.8248285196')",79,95,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,8,0,0
4966,41.8248285196,-87.6888959082,41.8270743078,-87.68665012,41.8225827314,-87.6911416965,41.8270743078,-87.6911416965,41.8225827314,-87.68665012,"('-87.6888959082', '41.8248285196')",79,95,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,2,4,0,0
4967,41.8248285196,-87.6844043318,41.8270743078,-87.6821585436,41.8225827314,-87.68665012,41.8270743078,-87.68665012,41.8225827314,-87.6821585436,"('-87.6844043318', '41.8248285196')",80,95,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,12,0,0
4968,41.8248285196,-87.6799127554,41.8270743078,-87.6776669672,41.8225827314,-87.6821585436,41.8270743078,-87.6821585436,41.8225827314,-87.6776669672,"('-87.6799127554', '41.8248285196')",80,164,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
4969,41.8248285196,-87.675421179,41.8270743078,-87.6731753908,41.8225827314,-87.6776669672,41.8270743078,-87.6776669672,41.8225827314,-87.6731753908,"('-87.675421179', '41.8248285196')",80,164,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
4970,41.8248285196,-87.6709296026,41.8270743078,-87.6686838143,41.8225827314,-87.6731753908,41.8270743078,-87.6731753908,41.8225827314,-87.6686838143,"('-87.6709296026', '41.8248285196')",80,164,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0
4971,41.8248285196,-87.6664380261,41.8270743078,-87.6641922379,41.8225827314,-87.6686838143,41.8270743078,-87.6686838143,41.8225827314,-87.6641922379,"('-87.6664380261', '41.8248285196')",80,164,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,7,0,0
4972,41.8248285196,-87.6619464497,41.8270743078,-87.6597006615,41.8225827314,-87.6641922379,41.8270743078,-87.6641922379,41.8225827314,-87.6597006615,"('-87.6619464497', '41.8248285196')",80,164,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
4973,41.8248285196,-87.6574548733,41.8270743078,-87.6552090851,41.8225827314,-87.6597006615,41.8270743078,-87.6597006615,41.8225827314,-87.6552090851,"('-87.6574548733', '41.8248285196')",80,164,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4974,41.8248285196,-87.6529632969,41.8270743078,-87.6507175087,41.8225827314,-87.6552090851,41.8270743078,-87.6552090851,41.8225827314,-87.6507175087,"('-87.6529632969', '41.8248285196')",83,169,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
4975,41.8248285196,-87.6484717205,41.8270743078,-87.6462259322,41.8225827314,-87.6507175087,41.8270743078,-87.6507175087,41.8225827314,-87.6462259322,"('-87.6484717205', '41.8248285196')",83,169,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
4976,41.8248285196,-87.643980144,41.8270743078,-87.6417343558,41.8225827314,-87.6462259322,41.8270743078,-87.6462259322,41.8225827314,-87.6417343558,"('-87.643980144', '41.8248285196')",83,169,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,3,8,0,0
4977,41.8248285196,-87.6394885676,41.8270743078,-87.6372427794,41.8225827314,-87.6417343558,41.8270743078,-87.6417343558,41.8225827314,-87.6372427794,"('-87.6394885676', '41.8248285196')",83,169,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,11,0,0
4978,41.8248285196,-87.6349969912,41.8270743078,-87.632751203,41.8225827314,-87.6372427794,41.8270743078,-87.6372427794,41.8225827314,-87.632751203,"('-87.6349969912', '41.8248285196')",8,169,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0
4979,41.8248285196,-87.6305054148,41.8270743078,-87.6282596266,41.8225827314,-87.632751203,41.8270743078,-87.632751203,41.8225827314,-87.6282596266,"('-87.6305054148', '41.8248285196')",8,169,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0
4980,41.8248285196,-87.6260138384,41.8270743078,-87.6237680501,41.8225827314,-87.6282596266,41.8270743078,-87.6282596266,41.8225827314,-87.6237680501,"('-87.6260138384', '41.8248285196')",31,101,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,8,0,0
4981,41.8248285196,-87.6215222619,41.8270743078,-87.6192764737,41.8225827314,-87.6237680501,41.8270743078,-87.6237680501,41.8225827314,-87.6192764737,"('-87.6215222619', '41.8248285196')",31,100,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,3,4,0,0
4982,41.8248285196,-87.6170306855,41.8270743078,-87.6147848973,41.8225827314,-87.6192764737,41.8270743078,-87.6192764737,41.8225827314,-87.6147848973,"('-87.6170306855', '41.8248285196')",31,100,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,11,0,0
4983,41.8248285196,-87.6125391091,41.8270743078,-87.6102933209,41.8225827314,-87.6147848973,41.8270743078,-87.6147848973,41.8225827314,-87.6102933209,"('-87.6125391091', '41.8248285196')",31,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0
4984,41.8248285196,-87.6080475327,41.8270743078,-87.6058017445,41.8225827314,-87.6102933209,41.8270743078,-87.6102933209,41.8225827314,-87.6058017445,"('-87.6080475327', '41.8248285196')",38,100,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,9,0,0
4985,41.8248285196,-87.6035559562,41.8270743078,-87.601310168,41.8225827314,-87.6058017445,41.8270743078,-87.6058017445,41.8225827314,-87.601310168,"('-87.6035559562', '41.8248285196')",38,100,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
4986,41.8248285196,-87.5990643798,41.8270743078,-87.5968185916,41.8225827314,-87.601310168,41.8270743078,-87.601310168,41.8225827314,-87.5968185916,"('-87.5990643798', '41.8248285196')",38,103,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5054,41.8203369432,-87.7427948253,41.8225827314,-87.7405490371,41.818091155,-87.7450406135,41.8225827314,-87.7450406135,41.818091155,-87.7405490371,"('-87.7427948253', '41.8203369432')",17,166,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
5055,41.8203369432,-87.7383032489,41.8225827314,-87.7360574607,41.818091155,-87.7405490371,41.8225827314,-87.7405490371,41.818091155,-87.7360574607,"('-87.7383032489', '41.8203369432')",7,104,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5056,41.8203369432,-87.7338116724,41.8225827314,-87.7315658842,41.818091155,-87.7360574607,41.8225827314,-87.7360574607,41.818091155,-87.7315658842,"('-87.7338116724', '41.8203369432')",7,104,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,41.8203369432,-87.729320096,41.8225827314,-87.7270743078,41.818091155,-87.7315658842,41.8225827314,-87.7315658842,41.818091155,-87.7270743078,"('-87.729320096', '41.8203369432')",78,104,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5058,41.8203369432,-87.7248285196,41.8225827314,-87.7225827314,41.818091155,-87.7270743078,41.8225827314,-87.7270743078,41.818091155,-87.7225827314,"('-87.7248285196', '41.8203369432')",78,104,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0
5059,41.8203369432,-87.7203369432,41.8225827314,-87.718091155,41.818091155,-87.7225827314,41.8225827314,-87.7225827314,41.818091155,-87.718091155,"('-87.7203369432', '41.8203369432')",78,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5060,41.8203369432,-87.7158453668,41.8225827314,-87.7135995786,41.818091155,-87.718091155,41.8225827314,-87.718091155,41.818091155,-87.7135995786,"('-87.7158453668', '41.8203369432')",78,102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,41.8203369432,-87.7113537903,41.8225827314,-87.7091080021,41.818091155,-87.7135995786,41.8225827314,-87.7135995786,41.818091155,-87.7091080021,"('-87.7113537903', '41.8203369432')",79,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
5062,41.8203369432,-87.7068622139,41.8225827314,-87.7046164257,41.818091155,-87.7091080021,41.8225827314,-87.7091080021,41.818091155,-87.7046164257,"('-87.7068622139', '41.8203369432')",79,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
5063,41.8203369432,-87.7023706375,41.8225827314,-87.7001248493,41.818091155,-87.7046164257,41.8225827314,-87.7046164257,41.818091155,-87.7001248493,"('-87.7023706375', '41.8203369432')",79,109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,5,0,0
5064,41.8203369432,-87.6978790611,41.8225827314,-87.6956332729,41.818091155,-87.7001248493,41.8225827314,-87.7001248493,41.818091155,-87.6956332729,"('-87.6978790611', '41.8203369432')",79,109,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
5065,41.8203369432,-87.6933874847,41.8225827314,-87.6911416965,41.818091155,-87.6956332729,41.8225827314,-87.6956332729,41.818091155,-87.6911416965,"('-87.6933874847', '41.8203369432')",79,109,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,8,0,0
5066,41.8203369432,-87.6888959082,41.8225827314,-87.68665012,41.818091155,-87.6911416965,41.8225827314,-87.6911416965,41.818091155,-87.68665012,"('-87.6888959082', '41.8203369432')",79,109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,41.8203369432,-87.6844043318,41.8225827314,-87.6821585436,41.818091155,-87.68665012,41.8225827314,-87.68665012,41.818091155,-87.6821585436,"('-87.6844043318', '41.8203369432')",79,109,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
5068,41.8203369432,-87.6799127554,41.8225827314,-87.6776669672,41.818091155,-87.6821585436,41.8225827314,-87.6821585436,41.818091155,-87.6776669672,"('-87.6799127554', '41.8203369432')",18,107,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,41.8203369432,-87.675421179,41.8225827314,-87.6731753908,41.818091155,-87.6776669672,41.8225827314,-87.6776669672,41.818091155,-87.6731753908,"('-87.675421179', '41.8203369432')",18,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5070,41.8203369432,-87.6709296026,41.8225827314,-87.6686838143,41.818091155,-87.6731753908,41.8225827314,-87.6731753908,41.818091155,-87.6686838143,"('-87.6709296026', '41.8203369432')",18,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,41.8203369432,-87.6664380261,41.8225827314,-87.6641922379,41.818091155,-87.6686838143,41.8225827314,-87.6686838143,41.818091155,-87.6641922379,"('-87.6664380261', '41.8203369432')",18,107,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
5072,41.8203369432,-87.6619464497,41.8225827314,-87.6597006615,41.818091155,-87.6641922379,41.8225827314,-87.6641922379,41.818091155,-87.6597006615,"('-87.6619464497', '41.8203369432')",18,107,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5073,41.8203369432,-87.6574548733,41.8225827314,-87.6552090851,41.818091155,-87.6597006615,41.8225827314,-87.6597006615,41.818091155,-87.6552090851,"('-87.6574548733', '41.8203369432')",18,107,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,41.8203369432,-87.6529632969,41.8225827314,-87.6507175087,41.818091155,-87.6552090851,41.8225827314,-87.6552090851,41.818091155,-87.6507175087,"('-87.6529632969', '41.8203369432')",18,105,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
