,All Crime,Assault,Battery,Burglary,Deceptive,Homicide,Latitude,Longitude,Motor,Narcotics,Robbery,Theft,Trespassing,Weapons,lat,lon,coord,Neighborhoods,Beats,Cell Towers,waste_basket,library,grave_yard,fire_station,drinking_water,fountain,pub,bicycle_parking,pharmacy,bar,bank,bicycle_rental,bench,cafe,fuel,fast_food,school,restaurant,place_of_worship,parking,Divvy,Bike Rack,Bus Stop,L Stop,Metra
2694,614,43,110,53,38,1,41.7125391091,-87.6484717205,34,43,19,98,10,10,41.7125391091,-87.6484717205,"('-87.6484717205', '41.7125391091')",72,252,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,1245,58,162,62,59,1,41.7125391091,-87.643980144,99,197,84,203,44,30,41.7125391091,-87.643980144,"('-87.643980144', '41.7125391091')",72,252,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,6,0,0
2696,582,45,109,34,20,0,41.7125391091,-87.6394885676,37,84,15,94,6,14,41.7125391091,-87.6394885676,"('-87.6394885676', '41.7125391091')",72,252,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
2697,742,59,131,70,25,1,41.7125391091,-87.6349969912,52,50,26,101,9,17,41.7125391091,-87.6349969912,"('-87.6349969912', '41.7125391091')",72,252,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2698,992,74,202,87,22,0,41.7125391091,-87.6305054148,66,77,34,144,13,24,41.7125391091,-87.6305054148,"('-87.6305054148', '41.7125391091')",62,249,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2699,640,44,128,45,25,1,41.7125391091,-87.6260138384,42,43,18,111,8,14,41.7125391091,-87.6260138384,"('-87.6260138384', '41.7125391091')",62,249,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,1605,131,356,67,30,5,41.7125391091,-87.6215222619,61,225,64,177,55,58,41.7125391091,-87.6215222619,"('-87.6215222619', '41.7125391091')",62,249,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,5,0,0
2701,658,50,121,69,26,3,41.7125391091,-87.6170306855,32,42,21,124,17,9,41.7125391091,-87.6170306855,"('-87.6170306855', '41.7125391091')",62,249,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2702,438,31,77,53,28,2,41.7125391091,-87.6125391091,16,8,16,82,6,3,41.7125391091,-87.6125391091,"('-87.6125391091', '41.7125391091')",62,249,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
2703,421,31,59,72,14,1,41.7125391091,-87.6080475327,25,3,18,78,9,3,41.7125391091,-87.6080475327,"('-87.6080475327', '41.7125391091')",62,249,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2704,449,39,82,22,22,0,41.7125391091,-87.6035559562,26,14,16,82,19,3,41.7125391091,-87.6035559562,"('-87.6035559562', '41.7125391091')",27,249,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0
2705,517,39,111,42,37,2,41.7125391091,-87.5990643798,31,4,6,63,12,3,41.7125391091,-87.5990643798,"('-87.5990643798', '41.7125391091')",27,249,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2706,363,46,79,3,12,0,41.7125391091,-87.5945728034,13,8,6,123,13,6,41.7125391091,-87.5945728034,"('-87.5945728034', '41.7125391091')",27,249,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,6,0,0,1,0,0,41.7125391091,-87.590081227,1,0,0,3,1,0,41.7125391091,-87.590081227,"('-87.590081227', '41.7125391091')",27,249,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
2708,28,2,1,1,1,0,41.7125391091,-87.5855896506,2,0,0,17,0,2,41.7125391091,-87.5855896506,"('-87.5855896506', '41.7125391091')",27,249,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,0,0,0,0,0,0,41.7125391091,-87.5810980741,0,0,0,0,0,0,41.7125391091,-87.5810980741,"('-87.5810980741', '41.7125391091')",64,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,0,0,0,0,0,0,41.7125391091,-87.5766064977,0,0,0,0,0,0,41.7125391091,-87.5766064977,"('-87.5766064977', '41.7125391091')",64,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,307,22,62,27,14,0,41.7125391091,-87.5721149213,17,10,10,60,5,5,41.7125391091,-87.5721149213,"('-87.5721149213', '41.7125391091')",64,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2712,1031,103,229,62,28,1,41.7125391091,-87.5676233449,51,69,44,142,15,28,41.7125391091,-87.5676233449,"('-87.5676233449', '41.7125391091')",64,248,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,7,0,0
2713,943,59,159,79,40,3,41.7125391091,-87.5631317685,63,47,36,163,14,12,41.7125391091,-87.5631317685,"('-87.5631317685', '41.7125391091')",64,248,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0
2714,166,12,27,7,4,2,41.7125391091,-87.558640192,12,10,7,33,3,4,41.7125391091,-87.558640192,"('-87.558640192', '41.7125391091')",64,248,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
2715,208,14,18,12,3,0,41.7125391091,-87.5541486156,14,22,8,46,2,3,41.7125391091,-87.5541486156,"('-87.5541486156', '41.7125391091')",64,248,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2716,274,29,51,13,6,0,41.7125391091,-87.5496570392,15,23,7,35,5,3,41.7125391091,-87.5496570392,"('-87.5496570392', '41.7125391091')",64,248,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2717,21,2,1,1,0,0,41.7125391091,-87.5451654628,2,2,1,5,3,0,41.7125391091,-87.5451654628,"('-87.5451654628', '41.7125391091')",64,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,149,11,38,8,8,0,41.7125391091,-87.5406738864,7,11,1,13,2,2,41.7125391091,-87.5406738864,"('-87.5406738864', '41.7125391091')",15,246,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,201,10,13,3,15,0,41.7080475327,-87.7203369432,4,7,1,108,7,0,41.7080475327,-87.7203369432,"('-87.7203369432', '41.7080475327')",22,253,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0
2720,131,6,15,0,12,0,41.7080475327,-87.7158453668,1,12,1,52,4,0,41.7080475327,-87.7158453668,"('-87.7158453668', '41.7080475327')",22,253,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0
2721,34,2,5,2,1,0,41.7080475327,-87.7113537903,2,1,0,9,1,0,41.7080475327,-87.7113537903,"('-87.7113537903', '41.7080475327')",22,253,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,0,0,3,0,0
2722,147,8,10,13,12,0,41.7080475327,-87.6888959082,2,3,3,27,9,0,41.7080475327,-87.6888959082,"('-87.6888959082', '41.7080475327')",71,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0
2723,134,11,13,3,7,0,41.7080475327,-87.6844043318,4,8,6,47,5,1,41.7080475327,-87.6844043318,"('-87.6844043318', '41.7080475327')",71,253,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
2724,408,23,43,27,53,0,41.7080475327,-87.6799127554,12,12,20,128,14,1,41.7080475327,-87.6799127554,"('-87.6799127554', '41.7080475327')",71,251,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,4,5,0,0
2725,122,10,15,12,9,0,41.7080475327,-87.675421179,5,3,5,35,6,0,41.7080475327,-87.675421179,"('-87.675421179', '41.7080475327')",71,251,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2726,402,20,46,35,27,0,41.7080475327,-87.6709296026,13,7,21,152,16,1,41.7080475327,-87.6709296026,"('-87.6709296026', '41.7080475327')",71,251,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,2,0,2,6,0,1
2727,226,8,26,19,15,0,41.7080475327,-87.6664380261,12,3,6,52,7,0,41.7080475327,-87.6664380261,"('-87.6664380261', '41.7080475327')",71,251,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0
2728,310,18,51,22,24,0,41.7080475327,-87.6619464497,14,10,7,48,4,5,41.7080475327,-87.6619464497,"('-87.6619464497', '41.7080475327')",71,251,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
2729,602,45,120,47,59,0,41.7080475327,-87.6574548733,32,33,16,106,10,3,41.7080475327,-87.6574548733,"('-87.6574548733', '41.7080475327')",71,251,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,14,0,0
2730,1527,181,449,41,38,3,41.7080475327,-87.6529632969,34,90,33,295,49,18,41.7080475327,-87.6529632969,"('-87.6529632969', '41.7080475327')",72,252,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
2731,1411,117,283,102,56,2,41.7080475327,-87.6484717205,57,141,66,180,36,28,41.7080475327,-87.6484717205,"('-87.6484717205', '41.7080475327')",72,252,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,4,0,0
2732,1512,94,202,109,84,4,41.7080475327,-87.643980144,61,127,123,375,19,16,41.7080475327,-87.643980144,"('-87.643980144', '41.7080475327')",72,252,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,8,0,0
2733,1212,65,230,104,49,1,41.7080475327,-87.6394885676,70,97,70,180,16,29,41.7080475327,-87.6394885676,"('-87.6394885676', '41.7080475327')",72,252,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0
2734,779,48,170,53,20,5,41.7080475327,-87.6349969912,36,57,41,108,13,18,41.7080475327,-87.6349969912,"('-87.6349969912', '41.7080475327')",72,252,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,3,0,0
2735,1946,134,330,78,42,1,41.7080475327,-87.6305054148,71,418,108,229,154,43,41.7080475327,-87.6305054148,"('-87.6305054148', '41.7080475327')",62,249,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,5,0,0
2736,1953,153,403,99,36,4,41.7080475327,-87.6260138384,54,276,77,168,155,64,41.7080475327,-87.6260138384,"('-87.6260138384', '41.7080475327')",62,249,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0
2737,2993,186,510,109,125,5,41.7080475327,-87.6215222619,71,543,151,513,141,59,41.7080475327,-87.6215222619,"('-87.6215222619', '41.7080475327')",62,249,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0,2,8,0,0
2738,1207,78,208,112,41,4,41.7080475327,-87.6170306855,44,77,69,250,16,13,41.7080475327,-87.6170306855,"('-87.6170306855', '41.7080475327')",62,249,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,8,0,0
2739,1157,69,173,101,42,0,41.7080475327,-87.6125391091,62,37,87,280,23,14,41.7080475327,-87.6125391091,"('-87.6125391091', '41.7080475327')",62,249,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,6,0,0
2740,795,44,145,86,33,1,41.7080475327,-87.6080475327,52,20,69,150,10,15,41.7080475327,-87.6080475327,"('-87.6080475327', '41.7080475327')",62,249,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,8,0,1
2741,1201,185,433,21,26,0,41.7080475327,-87.6035559562,18,52,44,194,38,21,41.7080475327,-87.6035559562,"('-87.6035559562', '41.7080475327')",27,249,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,0,5,3,0,0
2742,92,7,19,5,2,0,41.7080475327,-87.5990643798,2,5,1,30,3,2,41.7080475327,-87.5990643798,"('-87.5990643798', '41.7080475327')",27,249,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
2743,40,5,6,2,3,0,41.7080475327,-87.5945728034,1,0,1,10,2,0,41.7080475327,-87.5945728034,"('-87.5945728034', '41.7080475327')",27,249,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2744,13,2,1,0,2,0,41.7080475327,-87.590081227,0,2,0,2,0,2,41.7080475327,-87.590081227,"('-87.590081227', '41.7080475327')",27,249,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2745,70,16,6,0,1,0,41.7080475327,-87.5855896506,4,5,2,13,4,0,41.7080475327,-87.5855896506,"('-87.5855896506', '41.7080475327')",27,249,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,559,24,13,1,14,1,41.7080475327,-87.5810980741,45,12,2,344,29,6,41.7080475327,-87.5810980741,"('-87.5810980741', '41.7080475327')",64,248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
2747,9,1,0,2,0,0,41.7080475327,-87.5766064977,0,1,0,3,1,0,41.7080475327,-87.5766064977,"('-87.5766064977', '41.7080475327')",64,248,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2748,11,0,0,0,3,0,41.7080475327,-87.5721149213,1,4,0,0,1,1,41.7080475327,-87.5721149213,"('-87.5721149213', '41.7080475327')",64,248,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,983,68,160,45,39,3,41.7080475327,-87.5676233449,21,133,26,92,107,15,41.7080475327,-87.5676233449,"('-87.5676233449', '41.7080475327')",64,254,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4,0,0
2750,758,59,175,51,32,2,41.7080475327,-87.5631317685,31,46,32,114,14,14,41.7080475327,-87.5631317685,"('-87.5631317685', '41.7080475327')",64,254,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2751,395,27,57,25,24,0,41.7080475327,-87.558640192,24,38,34,84,15,6,41.7080475327,-87.558640192,"('-87.558640192', '41.7080475327')",64,254,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,9,0,0
2752,177,8,40,13,5,0,41.7080475327,-87.5541486156,12,8,5,28,5,2,41.7080475327,-87.5541486156,"('-87.5541486156', '41.7080475327')",64,248,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
2753,1,0,0,0,1,0,41.7080475327,-87.5496570392,0,0,0,0,0,0,41.7080475327,-87.5496570392,"('-87.5496570392', '41.7080475327')",64,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,0,0,0,0,0,0,41.7080475327,-87.5451654628,0,0,0,0,0,0,41.7080475327,-87.5451654628,"('-87.5451654628', '41.7080475327')",15,246,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2755,369,25,56,28,8,0,41.7080475327,-87.5406738864,28,23,1,71,5,4,41.7080475327,-87.5406738864,"('-87.5406738864', '41.7080475327')",15,246,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,106,5,10,5,13,0,41.7035559562,-87.7203369432,1,6,0,35,3,0,41.7035559562,-87.7203369432,"('-87.7203369432', '41.7035559562')",22,253,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0
2757,95,6,12,0,20,0,41.7035559562,-87.7158453668,0,1,0,27,3,0,41.7035559562,-87.7158453668,"('-87.7158453668', '41.7035559562')",22,253,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2758,166,8,17,5,23,0,41.7035559562,-87.7113537903,4,1,1,41,10,0,41.7035559562,-87.7113537903,"('-87.7113537903', '41.7035559562')",22,253,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2759,154,11,15,9,14,0,41.7035559562,-87.7068622139,3,6,0,42,4,1,41.7035559562,-87.7068622139,"('-87.7068622139', '41.7035559562')",22,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,316,22,29,16,24,0,41.7035559562,-87.7023706375,6,14,7,68,13,1,41.7035559562,-87.7023706375,"('-87.7023706375', '41.7035559562')",22,253,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,11,0,2,4,0,0
2761,213,10,22,13,23,0,41.7035559562,-87.6978790611,5,4,0,61,8,0,41.7035559562,-87.6978790611,"('-87.6978790611', '41.7035559562')",22,253,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,23,0,1,4,1,0,41.7035559562,-87.6933874847,0,0,0,6,4,0,41.7035559562,-87.6933874847,"('-87.6933874847', '41.7035559562')",71,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2763,85,2,3,10,6,0,41.7035559562,-87.6888959082,3,3,1,19,8,0,41.7035559562,-87.6888959082,"('-87.6888959082', '41.7035559562')",71,253,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,187,7,11,11,20,0,41.7035559562,-87.6844043318,9,3,4,52,13,1,41.7035559562,-87.6844043318,"('-87.6844043318', '41.7035559562')",71,253,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,434,15,85,31,26,0,41.7035559562,-87.6799127554,11,7,13,123,10,0,41.7035559562,-87.6799127554,"('-87.6799127554', '41.7035559562')",71,256,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0
2766,134,4,10,16,9,0,41.7035559562,-87.675421179,6,0,2,50,5,0,41.7035559562,-87.675421179,"('-87.675421179', '41.7035559562')",71,256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,464,36,69,58,24,1,41.7035559562,-87.6709296026,18,5,14,99,10,0,41.7035559562,-87.6709296026,"('-87.6709296026', '41.7035559562')",71,256,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,219,14,17,44,14,0,41.7035559562,-87.6664380261,8,3,8,56,3,0,41.7035559562,-87.6664380261,"('-87.6664380261', '41.7035559562')",71,256,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,216,16,18,19,13,0,41.7035559562,-87.6619464497,6,3,6,54,6,1,41.7035559562,-87.6619464497,"('-87.6619464497', '41.7035559562')",71,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,309,29,58,25,12,1,41.7035559562,-87.6574548733,15,17,3,74,3,4,41.7035559562,-87.6574548733,"('-87.6574548733', '41.7035559562')",71,256,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,1
2771,486,34,108,53,19,0,41.7035559562,-87.6529632969,14,43,10,58,13,10,41.7035559562,-87.6529632969,"('-87.6529632969', '41.7035559562')",72,252,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0
2772,903,77,210,67,31,1,41.7035559562,-87.6484717205,22,75,32,124,11,19,41.7035559562,-87.6484717205,"('-87.6484717205', '41.7035559562')",72,252,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
2773,538,33,73,32,22,4,41.7035559562,-87.643980144,35,58,32,110,8,8,41.7035559562,-87.643980144,"('-87.643980144', '41.7035559562')",72,257,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,5,0,0
2774,522,32,90,66,18,0,41.7035559562,-87.6394885676,24,15,32,105,16,4,41.7035559562,-87.6394885676,"('-87.6394885676', '41.7035559562')",62,257,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2775,691,43,132,68,20,3,41.7035559562,-87.6349969912,38,72,19,89,11,22,41.7035559562,-87.6349969912,"('-87.6349969912', '41.7035559562')",62,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,1224,128,305,100,32,5,41.7035559562,-87.6305054148,30,132,27,128,31,54,41.7035559562,-87.6305054148,"('-87.6305054148', '41.7035559562')",62,255,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2777,1965,161,547,145,31,13,41.7035559562,-87.6260138384,54,219,77,219,26,51,41.7035559562,-87.6260138384,"('-87.6260138384', '41.7035559562')",62,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
2778,2129,175,460,93,60,6,41.7035559562,-87.6215222619,76,249,104,234,27,63,41.7035559562,-87.6215222619,"('-87.6215222619', '41.7035559562')",62,255,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,6,0,0
2779,869,52,153,108,32,2,41.7035559562,-87.6170306855,56,26,37,168,18,4,41.7035559562,-87.6170306855,"('-87.6170306855', '41.7035559562')",62,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,681,45,142,74,28,0,41.7035559562,-87.6125391091,36,25,33,114,7,6,41.7035559562,-87.6125391091,"('-87.6125391091', '41.7035559562')",62,255,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2781,724,44,152,79,27,3,41.7035559562,-87.6080475327,39,24,31,131,9,12,41.7035559562,-87.6080475327,"('-87.6080475327', '41.7035559562')",62,255,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0
2782,1078,113,269,74,30,1,41.7035559562,-87.6035559562,47,80,28,123,13,36,41.7035559562,-87.6035559562,"('-87.6035559562', '41.7035559562')",27,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2783,566,66,140,19,20,2,41.7035559562,-87.5990643798,31,14,9,66,59,7,41.7035559562,-87.5990643798,"('-87.5990643798', '41.7035559562')",27,255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,0,0,0,0,0,0,41.7035559562,-87.5945728034,0,0,0,0,0,0,41.7035559562,-87.5945728034,"('-87.5945728034', '41.7035559562')",27,255,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,1,0,0,0,0,0,41.7035559562,-87.590081227,0,0,0,1,0,0,41.7035559562,-87.590081227,"('-87.590081227', '41.7035559562')",27,255,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,5,0,1,0,0,0,41.7035559562,-87.5855896506,1,1,0,0,0,0,41.7035559562,-87.5855896506,"('-87.5855896506', '41.7035559562')",64,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2787,3,0,0,0,0,0,41.7035559562,-87.5810980741,0,3,0,0,0,0,41.7035559562,-87.5810980741,"('-87.5810980741', '41.7035559562')",64,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,0,0,0,0,0,0,41.7035559562,-87.5766064977,0,0,0,0,0,0,41.7035559562,-87.5766064977,"('-87.5766064977', '41.7035559562')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,0,0,0,0,0,0,41.7035559562,-87.5721149213,0,0,0,0,0,0,41.7035559562,-87.5721149213,"('-87.5721149213', '41.7035559562')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,449,65,128,11,15,1,41.7035559562,-87.5676233449,5,19,12,47,47,9,41.7035559562,-87.5676233449,"('-87.5676233449', '41.7035559562')",64,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2791,2037,276,532,142,35,2,41.7035559562,-87.5631317685,56,128,59,196,121,33,41.7035559562,-87.5631317685,"('-87.5631317685', '41.7035559562')",64,254,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,446,35,72,32,8,2,41.7035559562,-87.558640192,19,38,15,64,12,9,41.7035559562,-87.558640192,"('-87.558640192', '41.7035559562')",64,254,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0
2793,51,1,4,0,1,0,41.7035559562,-87.5541486156,3,14,0,11,4,1,41.7035559562,-87.5541486156,"('-87.5541486156', '41.7035559562')",64,248,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2794,14,1,0,3,1,0,41.7035559562,-87.5496570392,0,3,0,1,2,1,41.7035559562,-87.5496570392,"('-87.5496570392', '41.7035559562')",64,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2795,63,5,12,3,1,0,41.7035559562,-87.5451654628,2,8,3,11,2,2,41.7035559562,-87.5451654628,"('-87.5451654628', '41.7035559562')",15,246,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,710,44,119,74,30,2,41.7035559562,-87.5406738864,34,57,18,75,10,14,41.7035559562,-87.5406738864,"('-87.5406738864', '41.7035559562')",15,246,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0
2797,146,13,24,12,9,0,41.6990643798,-87.7203369432,4,5,5,36,3,1,41.6990643798,-87.7203369432,"('-87.7203369432', '41.6990643798')",22,253,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
