,All Crime,Assault,Battery,Burglary,Deceptive,Homicide,Latitude,Longitude,Motor,Narcotics,Robbery,Theft,Trespassing,Weapons,lat,lon,coord,Neighborhoods,Beats,Cell Towers,waste_basket,library,grave_yard,fire_station,drinking_water,fountain,pub,bicycle_parking,pharmacy,bar,bank,bicycle_rental,bench,cafe,fuel,fast_food,school,restaurant,place_of_worship,parking,Divvy,Bike Rack,Bus Stop,L Stop,Metra
0,1074,48,158,29,16,1,42.0224578821,-87.675421179,14,77,28,86,30,15,42.0224578821,-87.675421179,"('-87.675421179', '42.0224578821')",48,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0
1,2600,219,674,97,53,6,42.0224578821,-87.6709296026,40,381,73,288,161,55,42.0224578821,-87.6709296026,"('-87.6709296026', '42.0224578821')",48,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2,948,72,247,63,40,4,42.0224578821,-87.6664380261,18,49,22,191,30,13,42.0224578821,-87.6664380261,"('-87.6664380261', '42.0224578821')",48,31,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
3,61,2,14,4,6,0,42.0179663057,-87.8191516244,1,0,0,19,4,0,42.0179663057,-87.8191516244,"('-87.8191516244', '42.0179663057')",73,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,70,4,4,5,14,0,42.0179663057,-87.814660048,0,0,1,21,4,0,42.0179663057,-87.814660048,"('-87.814660048', '42.0179663057')",73,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,87,4,15,9,12,0,42.0179663057,-87.8101684716,3,2,0,13,3,0,42.0179663057,-87.8101684716,"('-87.8101684716', '42.0179663057')",73,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,199,8,17,30,9,0,42.0179663057,-87.7068622139,18,3,2,59,10,0,42.0179663057,-87.7068622139,"('-87.7068622139', '42.0179663057')",55,34,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0
7,200,3,16,29,7,0,42.0179663057,-87.7023706375,13,4,6,54,7,4,42.0179663057,-87.7023706375,"('-87.7023706375', '42.0179663057')",55,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,213,9,27,23,7,0,42.0179663057,-87.6978790611,10,2,6,64,8,2,42.0179663057,-87.6978790611,"('-87.6978790611', '42.0179663057')",55,34,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,9,0,0
9,435,24,60,37,19,0,42.0179663057,-87.6933874847,29,6,10,99,9,3,42.0179663057,-87.6933874847,"('-87.6933874847', '42.0179663057')",55,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
10,1300,96,195,52,96,1,42.0179663057,-87.6888959082,49,65,43,413,32,5,42.0179663057,-87.6888959082,"('-87.6888959082', '42.0179663057')",55,34,25,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,3,0,2,0,1,1,4,9,0,0
11,1450,116,281,60,39,3,42.0179663057,-87.6844043318,41,149,40,269,55,19,42.0179663057,-87.6844043318,"('-87.6844043318', '42.0179663057')",48,32,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,4,0,0
12,1772,111,392,99,64,2,42.0179663057,-87.6799127554,61,175,85,289,48,20,42.0179663057,-87.6799127554,"('-87.6799127554', '42.0179663057')",48,32,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,4,0,0
13,3149,179,384,33,153,2,42.0179663057,-87.675421179,48,172,84,1582,167,15,42.0179663057,-87.675421179,"('-87.675421179', '42.0179663057')",48,31,40,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,1,0,9,2,9,6,0,0
14,4418,330,880,117,172,5,42.0179663057,-87.6709296026,72,615,229,986,222,51,42.0179663057,-87.6709296026,"('-87.6709296026', '42.0179663057')",48,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,10,11,6,0
15,2018,119,399,134,86,2,42.0179663057,-87.6664380261,65,145,90,461,66,10,42.0179663057,-87.6664380261,"('-87.6664380261', '42.0179663057')",48,31,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,4,6,0,0
16,85,3,5,3,7,0,42.0134747293,-87.8191516244,3,1,1,40,3,0,42.0134747293,-87.8191516244,"('-87.8191516244', '42.0134747293')",73,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,95,5,12,9,6,0,42.0134747293,-87.814660048,0,1,0,24,5,1,42.0134747293,-87.814660048,"('-87.814660048', '42.0134747293')",73,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,127,7,23,10,17,0,42.0134747293,-87.8101684716,4,4,0,23,4,0,42.0134747293,-87.8101684716,"('-87.8101684716', '42.0134747293')",73,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0
19,63,9,5,2,11,0,42.0134747293,-87.7787274367,1,0,0,14,3,0,42.0134747293,-87.7787274367,"('-87.7787274367', '42.0134747293')",50,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
20,262,15,13,33,18,0,42.0134747293,-87.7068622139,13,9,6,93,15,1,42.0134747293,-87.7068622139,"('-87.7068622139', '42.0134747293')",55,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,0,6,0,0
21,345,18,18,39,26,1,42.0134747293,-87.7023706375,22,9,6,109,23,0,42.0134747293,-87.7023706375,"('-87.7023706375', '42.0134747293')",55,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,3,0,1,4,0,0
22,486,23,55,50,67,0,42.0134747293,-87.6978790611,16,14,15,130,11,1,42.0134747293,-87.6978790611,"('-87.6978790611', '42.0134747293')",55,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,7,0,0
23,681,37,139,33,28,2,42.0134747293,-87.6933874847,20,18,11,207,10,4,42.0134747293,-87.6933874847,"('-87.6933874847', '42.0134747293')",55,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
24,970,59,189,40,54,0,42.0134747293,-87.6888959082,43,43,28,247,16,6,42.0134747293,-87.6888959082,"('-87.6888959082', '42.0134747293')",55,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,5,0,0
25,1145,76,264,62,59,0,42.0134747293,-87.6844043318,42,46,38,202,29,6,42.0134747293,-87.6844043318,"('-87.6844043318', '42.0134747293')",55,34,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
26,1925,143,392,116,71,2,42.0134747293,-87.6799127554,75,115,63,353,56,18,42.0134747293,-87.6799127554,"('-87.6799127554', '42.0134747293')",48,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,1154,62,228,58,37,2,42.0134747293,-87.675421179,42,78,56,247,32,11,42.0134747293,-87.675421179,"('-87.675421179', '42.0134747293')",48,32,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,11,1,5,4,0,0
28,1443,65,293,99,57,2,42.0134747293,-87.6709296026,64,82,67,301,38,10,42.0134747293,-87.6709296026,"('-87.6709296026', '42.0134747293')",48,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
29,1720,102,368,107,84,2,42.0134747293,-87.6664380261,65,104,82,370,46,9,42.0134747293,-87.6664380261,"('-87.6664380261', '42.0134747293')",48,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
30,665,46,117,47,49,0,42.0134747293,-87.6619464497,29,39,21,149,23,3,42.0134747293,-87.6619464497,"('-87.6619464497', '42.0134747293')",48,36,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,6,0,0
31,109,2,12,5,17,0,42.0089831528,-87.8191516244,1,1,0,21,7,0,42.0089831528,-87.8191516244,"('-87.8191516244', '42.0089831528')",73,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,73,1,6,4,14,0,42.0089831528,-87.814660048,0,2,0,26,0,0,42.0089831528,-87.814660048,"('-87.814660048', '42.0089831528')",73,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,86,4,12,6,8,0,42.0089831528,-87.8101684716,4,0,0,14,2,0,42.0089831528,-87.8101684716,"('-87.8101684716', '42.0089831528')",73,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,92,1,8,10,8,0,42.0089831528,-87.7832190131,2,2,0,20,7,0,42.0089831528,-87.7832190131,"('-87.7832190131', '42.0089831528')",50,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,110,3,8,5,4,0,42.0089831528,-87.7787274367,2,0,0,35,11,0,42.0089831528,-87.7787274367,"('-87.7787274367', '42.0089831528')",50,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0
36,83,3,5,6,14,0,42.0089831528,-87.7742358602,1,0,0,18,5,0,42.0089831528,-87.7742358602,"('-87.7742358602', '42.0089831528')",50,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0,0,0,0,0,0,42.0089831528,-87.7068622139,0,0,0,0,0,0,42.0089831528,-87.7068622139,"('-87.7068622139', '42.0089831528')",55,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,2,1,0,0
38,372,9,31,38,18,0,42.0089831528,-87.7023706375,23,9,5,127,13,1,42.0089831528,-87.7023706375,"('-87.7023706375', '42.0089831528')",55,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,493,16,57,65,29,0,42.0089831528,-87.6978790611,28,5,7,119,5,2,42.0089831528,-87.6978790611,"('-87.6978790611', '42.0089831528')",55,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,0
40,366,18,32,33,21,0,42.0089831528,-87.6933874847,19,16,7,87,16,5,42.0089831528,-87.6933874847,"('-87.6933874847', '42.0089831528')",55,34,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
41,737,32,95,63,74,0,42.0089831528,-87.6888959082,37,36,27,196,18,4,42.0089831528,-87.6888959082,"('-87.6888959082', '42.0089831528')",55,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,10,0,0
42,538,26,84,43,32,0,42.0089831528,-87.6844043318,26,18,18,140,5,8,42.0089831528,-87.6844043318,"('-87.6844043318', '42.0089831528')",55,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,0,0
43,700,24,98,51,32,0,42.0089831528,-87.6799127554,39,28,27,175,17,4,42.0089831528,-87.6799127554,"('-87.6799127554', '42.0089831528')",48,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0
44,1317,74,215,45,83,0,42.0089831528,-87.675421179,63,95,78,253,60,16,42.0089831528,-87.675421179,"('-87.675421179', '42.0089831528')",48,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,13,11,0,1
45,1550,119,372,94,61,1,42.0089831528,-87.6709296026,51,78,67,267,64,18,42.0089831528,-87.6709296026,"('-87.6709296026', '42.0089831528')",48,38,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,7,0,4,4,0,0
46,2247,164,360,132,121,1,42.0089831528,-87.6664380261,49,173,146,549,91,26,42.0089831528,-87.6664380261,"('-87.6664380261', '42.0089831528')",48,38,14,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0,1,1,6,1,9,4,2,0
47,1651,93,357,107,84,2,42.0089831528,-87.6619464497,55,96,66,387,40,12,42.0089831528,-87.6619464497,"('-87.6619464497', '42.0089831528')",48,38,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,15,1,4,10,0,0
48,0,0,0,0,0,0,42.0044915764,-87.931441035,0,0,0,0,0,0,42.0044915764,-87.931441035,"('-87.931441035', '42.0044915764')",-1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,8,1,1,0,1,0,42.0044915764,-87.9269494585,0,1,0,1,3,0,42.0044915764,-87.9269494585,"('-87.9269494585', '42.0044915764')",-1,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,42.0044915764,-87.9224578821,0,0,0,0,0,0,42.0044915764,-87.9224578821,"('-87.9224578821', '42.0044915764')",-1,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,42.0044915764,-87.9179663057,0,0,0,0,0,0,42.0044915764,-87.9179663057,"('-87.9179663057', '42.0044915764')",24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,42.0044915764,-87.9134747293,0,0,0,0,0,0,42.0044915764,-87.9134747293,"('-87.9134747293', '42.0044915764')",24,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3,0,0,0,0,0,42.0044915764,-87.9089831528,0,0,0,1,0,0,42.0044915764,-87.9089831528,"('-87.9089831528', '42.0044915764')",24,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,13,0,1,0,0,0,42.0044915764,-87.9044915764,0,0,0,0,0,0,42.0044915764,-87.9044915764,"('-87.9044915764', '42.0044915764')",24,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,22,1,0,0,0,0,42.0044915764,-87.9,5,1,0,6,3,0,42.0044915764,-87.9,"('-87.9', '42.0044915764')",24,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,42.0044915764,-87.8955084236,0,0,0,0,0,0,42.0044915764,-87.8955084236,"('-87.8955084236', '42.0044915764')",24,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,413,26,100,21,16,0,42.0044915764,-87.8191516244,11,4,2,99,11,1,42.0044915764,-87.8191516244,"('-87.8191516244', '42.0044915764')",73,44,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0
58,303,14,100,11,18,0,42.0044915764,-87.814660048,10,2,4,51,11,0,42.0044915764,-87.814660048,"('-87.814660048', '42.0044915764')",73,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0
59,141,11,16,18,11,0,42.0044915764,-87.8101684716,3,0,0,30,7,0,42.0044915764,-87.8101684716,"('-87.8101684716', '42.0044915764')",73,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
60,53,2,1,2,5,0,42.0044915764,-87.7787274367,3,0,0,18,0,0,42.0044915764,-87.7787274367,"('-87.7787274367', '42.0044915764')",50,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
61,62,0,3,12,12,0,42.0044915764,-87.7742358602,1,0,1,19,2,0,42.0044915764,-87.7742358602,"('-87.7742358602', '42.0044915764')",50,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,39,5,1,5,3,0,42.0044915764,-87.7697442838,0,0,0,9,1,0,42.0044915764,-87.7697442838,"('-87.7697442838', '42.0044915764')",50,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
63,100,3,11,14,19,0,42.0044915764,-87.7652527074,4,1,2,22,3,1,42.0044915764,-87.7652527074,"('-87.7652527074', '42.0044915764')",50,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,148,13,44,5,5,0,42.0044915764,-87.7068622139,3,8,1,27,2,0,42.0044915764,-87.7068622139,"('-87.7068622139', '42.0044915764')",55,45,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0
65,237,6,16,29,18,1,42.0044915764,-87.7023706375,15,9,6,67,8,0,42.0044915764,-87.7023706375,"('-87.7023706375', '42.0044915764')",55,45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,1,0,0,0
66,554,34,89,60,25,0,42.0044915764,-87.6978790611,28,8,12,127,21,4,42.0044915764,-87.6978790611,"('-87.6978790611', '42.0044915764')",55,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0
67,469,13,71,66,20,0,42.0044915764,-87.6933874847,25,26,11,90,11,2,42.0044915764,-87.6933874847,"('-87.6933874847', '42.0044915764')",55,45,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
68,480,22,67,26,37,1,42.0044915764,-87.6888959082,11,41,15,116,13,1,42.0044915764,-87.6888959082,"('-87.6888959082', '42.0044915764')",55,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
69,251,5,37,19,9,0,42.0044915764,-87.6844043318,11,11,11,77,5,1,42.0044915764,-87.6844043318,"('-87.6844043318', '42.0044915764')",55,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,819,62,159,52,32,1,42.0044915764,-87.6799127554,39,34,19,172,7,8,42.0044915764,-87.6799127554,"('-87.6799127554', '42.0044915764')",55,45,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,0,0,0
71,874,70,167,53,41,0,42.0044915764,-87.675421179,41,45,39,145,24,14,42.0044915764,-87.675421179,"('-87.675421179', '42.0044915764')",48,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,2015,170,486,63,77,2,42.0044915764,-87.6709296026,43,157,60,368,72,32,42.0044915764,-87.6709296026,"('-87.6709296026', '42.0044915764')",48,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,5,6,0,0
73,1541,88,269,98,75,2,42.0044915764,-87.6664380261,57,79,77,362,49,15,42.0044915764,-87.6664380261,"('-87.6664380261', '42.0044915764')",48,40,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0
74,1824,101,311,122,128,3,42.0044915764,-87.6619464497,54,53,100,477,65,16,42.0044915764,-87.6619464497,"('-87.6619464497', '42.0044915764')",48,40,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,2,1,12,7,0,0
75,380,29,55,25,22,0,42.0044915764,-87.6574548733,5,23,11,96,11,3,42.0044915764,-87.6574548733,"('-87.6574548733', '42.0044915764')",48,40,5,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,2,0,0,0
76,0,0,0,0,0,0,42.0,-87.931441035,0,0,0,0,0,0,42.0,-87.931441035,"('-87.931441035', '42.0')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,42.0,-87.9269494585,0,0,0,0,0,0,42.0,-87.9269494585,"('-87.9269494585', '42.0')",24,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,42.0,-87.9224578821,0,0,0,0,0,0,42.0,-87.9224578821,"('-87.9224578821', '42.0')",24,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,42.0,-87.9179663057,0,0,0,0,0,0,42.0,-87.9179663057,"('-87.9179663057', '42.0')",24,39,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,0,0,0,0,0,0,42.0,-87.9134747293,0,0,0,0,0,0,42.0,-87.9134747293,"('-87.9134747293', '42.0')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,0,0,0,0,0,42.0,-87.9089831528,0,0,0,1,0,0,42.0,-87.9089831528,"('-87.9089831528', '42.0')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,42.0,-87.9044915764,0,0,0,0,0,0,42.0,-87.9044915764,"('-87.9044915764', '42.0')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,42.0,-87.9,0,0,0,0,0,0,42.0,-87.9,"('-87.9', '42.0')",24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,8,0,0,0,0,0,42.0,-87.8955084236,0,0,0,8,0,0,42.0,-87.8955084236,"('-87.8955084236', '42.0')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,133,6,17,10,13,0,42.0,-87.8191516244,3,2,2,33,3,0,42.0,-87.8191516244,"('-87.8191516244', '42.0')",73,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1
86,254,13,41,8,29,0,42.0,-87.814660048,10,4,4,42,4,0,42.0,-87.814660048,"('-87.814660048', '42.0')",73,44,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,2,0,0
87,272,12,36,19,29,0,42.0,-87.8101684716,7,2,2,61,15,0,42.0,-87.8101684716,"('-87.8101684716', '42.0')",73,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
88,210,11,50,16,13,0,42.0,-87.8056768952,2,3,1,44,5,0,42.0,-87.8056768952,"('-87.8056768952', '42.0')",57,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,120,4,19,10,7,0,42.0,-87.8011853188,5,3,0,23,1,0,42.0,-87.8011853188,"('-87.8011853188', '42.0')",57,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,115,3,12,10,10,0,42.0,-87.7966937423,4,2,1,39,2,1,42.0,-87.7966937423,"('-87.7966937423', '42.0')",57,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,160,14,26,8,14,0,42.0,-87.7922021659,8,1,2,45,5,0,42.0,-87.7922021659,"('-87.7922021659', '42.0')",57,33,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,66,4,11,5,5,0,42.0,-87.7877105895,4,2,2,9,3,3,42.0,-87.7877105895,"('-87.7877105895', '42.0')",50,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
93,0,0,0,0,0,0,42.0,-87.7832190131,0,0,0,0,0,0,42.0,-87.7832190131,"('-87.7832190131', '42.0')",57,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,0,0,0,0,0,0,42.0,-87.7787274367,0,0,0,0,0,0,42.0,-87.7787274367,"('-87.7787274367', '42.0')",50,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,31,1,2,9,7,0,42.0,-87.7742358602,1,1,0,5,1,0,42.0,-87.7742358602,"('-87.7742358602', '42.0')",50,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
96,57,3,3,9,7,0,42.0,-87.7697442838,2,1,0,19,1,0,42.0,-87.7697442838,"('-87.7697442838', '42.0')",50,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
97,128,8,4,16,18,0,42.0,-87.7652527074,3,2,1,42,2,0,42.0,-87.7652527074,"('-87.7652527074', '42.0')",50,37,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0
98,70,1,7,8,6,0,42.0,-87.760761131,1,3,1,27,2,0,42.0,-87.760761131,"('-87.760761131', '42.0')",50,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0
99,370,18,56,67,10,0,42.0,-87.7068622139,23,9,12,75,9,3,42.0,-87.7068622139,"('-87.7068622139', '42.0')",55,45,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1213,70,239,127,45,2,42.0,-87.7023706375,68,26,37,237,41,5,42.0,-87.7023706375,"('-87.7023706375', '42.0')",55,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1181,63,191,116,44,0,42.0,-87.6978790611,64,47,42,279,34,9,42.0,-87.6978790611,"('-87.6978790611', '42.0')",55,45,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,4,0,0
102,779,32,105,98,38,1,42.0,-87.6933874847,48,32,26,197,9,1,42.0,-87.6933874847,"('-87.6933874847', '42.0')",55,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,1,0,0
103,1425,81,253,67,65,1,42.0,-87.6888959082,62,145,85,301,18,15,42.0,-87.6888959082,"('-87.6888959082', '42.0')",55,45,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,7,0,0
104,1514,105,270,96,48,2,42.0,-87.6844043318,48,108,78,355,41,14,42.0,-87.6844043318,"('-87.6844043318', '42.0')",55,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
105,1471,105,272,76,65,2,42.0,-87.6799127554,43,67,47,413,39,10,42.0,-87.6799127554,"('-87.6799127554', '42.0')",55,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0
106,724,50,165,23,45,0,42.0,-87.675421179,29,40,22,139,17,7,42.0,-87.675421179,"('-87.675421179', '42.0')",48,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0
