,Indicator,Latitude,Longitude
5058,parking,41.9969720462,-87.6768909769
5059,school,41.91872676,-87.68399474
5060,parking,41.6639955364,-87.6116878455
5061,parking,41.6648365417,-87.6109463667
5062,parking,41.6659125091,-87.6112882727
5063,parking,41.6648857333,-87.6092671667
5064,school,41.66744706,-87.62327208
5065,parking,42.01965977,-87.71293868
5066,parking,42.02028535,-87.71170435
5067,parking,42.0199632,-87.716925
5068,parking,42.0204600778,-87.7134467778
5069,parking,42.02044802,-87.71695572
5070,parking,42.0209215462,-87.7138423538
5071,parking,42.0209287,-87.71280852
5072,parking,42.0173743818,-87.6737367273
5073,parking,42.0118184375,-87.6707908125
5074,school,42.0170532,-87.6781097
5075,parking,42.01823578,-87.67619284
5076,parking,42.0163345292,-87.6757199958
5077,parking,42.0175013875,-87.676786
5078,school,42.0074230714,-87.6727811429
5079,parking,42.00752508,-87.67188966
5080,parking,42.006904925,-87.672888675
5081,parking,42.002412375,-87.6785687375
5082,parking,42.0040989857,-87.67812475
5083,parking,42.0010515943,-87.6776930486
5084,parking,41.9995635368,-87.6769535684
5085,parking,42.0022002,-87.677840825
5086,parking,41.8629787889,-87.6252512333
5087,parking,41.8619529,-87.6252035857
5088,school,41.74872978,-87.57541404
5089,place_of_worship,41.7446973875,-87.5754998938
5090,place_of_worship,41.7520787667,-87.5753927
5091,school,41.752259048,-87.575384324
5092,parking,42.0062220923,-87.6730353231
5093,parking,42.00749444,-87.66727238
5094,parking,42.0075938714,-87.6611645571
5095,parking,42.0081632,-87.66866576
5096,parking,42.0084284167,-87.6636670333
5097,parking,41.6812375417,-87.5378274833
5098,pharmacy,41.6806301,-87.53918514
5099,parking,41.6824135714,-87.539744
5100,parking,41.68129437,-87.53719576
5101,parking,41.6806961556,-87.5396648222
5102,parking,41.681498968,-87.537815488
5103,parking,41.6871329636,-87.5291937636
5104,place_of_worship,41.6565046455,-87.5477881545
5105,parking,41.99655406,-87.6817258
5106,parking,41.9954942267,-87.6817431067
5107,parking,41.99150971,-87.68328321
5108,parking,41.9950881857,-87.6761935
5109,parking,41.99149218,-87.6781232
5110,parking,41.9944386167,-87.6808734333
5111,parking,41.9959233,-87.6803320143
5112,parking,41.9945650333,-87.6796868333
5113,parking,41.9911091,-87.6743202125
5114,parking,41.991376475,-87.674468375
5115,parking,41.9910620727,-87.6704968273
5116,parking,41.77557518,-87.66945652
5117,parking,41.7742989429,-87.6696187143
5118,parking,41.79168008,-87.69081488
5119,parking,41.79132252,-87.6908059
5120,parking,41.7984047857,-87.7241988714
5121,parking,41.88814776,-87.64222646
5122,parking,41.6945422647,-87.5908233235
5123,parking,42.0301318286,-87.6791472
5124,parking,42.0312995333,-87.6790133
5125,parking,41.6946970765,-87.5999938294
5126,parking,41.6939147471,-87.5995017294
5127,parking,41.6948288143,-87.5989187143
5128,bank,41.6779453789,-87.6630360421
5129,restaurant,41.6777253118,-87.6658993
5130,parking,41.6778926444,-87.6627524667
5131,parking,41.679747543,-87.663606598
5132,parking,41.6778763182,-87.6633800273
5133,police,41.68013768,-87.7008312
5134,parking,41.6838130231,-87.7042087385
5135,parking,41.6837526722,-87.7018796
5136,townhall,41.68054296,-87.70081298
5137,parking,41.6828377222,-87.7037280667
5138,parking,41.6823549071,-87.7016987143
5139,parking,41.6813115533,-87.70159858
5140,parking,41.6817852,-87.7012481091
5141,parking,41.6775275412,-87.6972430647
5142,parking,41.6794210682,-87.7042908591
5143,parking,41.8976597778,-87.6636869333
5144,parking,41.86371425,-87.6557939875
5145,parking,41.8643420833,-87.654378
5146,parking,41.86367414,-87.65494745
5147,school,41.9255884571,-87.7210467571
5148,parking,41.9685141875,-87.678077225
5149,place_of_worship,41.9607219688,-87.6811345187
5150,place_of_worship,41.9599472412,-87.6726723294
5151,parking,41.67028526,-87.69049782
5152,parking,41.6712998,-87.6904810286
5153,parking,41.7116432286,-87.6989793286
5154,parking,41.71172388,-87.70080566
5155,parking,41.71329902,-87.70051242
5156,school,41.71484052,-87.69569556
5157,parking,41.7201044714,-87.7000829
5158,parking,41.7204664308,-87.6976238308
5159,parking,41.7172038437,-87.6844168875
5160,parking,41.7159808818,-87.6825582909
5161,parking,41.7179718733,-87.68238746
5162,parking,42.02772788,-87.83211698
5163,school,42.0271991875,-87.8318603
5164,parking,42.02685618,-87.8334563867
5165,school,42.0266958538,-87.8328995615
5166,parking,41.6566168833,-87.5908004333
5167,parking,41.6571062,-87.5907529
5168,school,41.6567295238,-87.5889204643
5169,parking,41.6547615,-87.59639974
5170,school,41.652387675,-87.602399375
5171,parking,41.652453,-87.6027702167
5172,school,41.658157725,-87.6068515125
5173,parking,41.65261296,-87.60135042
5174,parking,41.6548161,-87.5952419
5175,school,41.6525969667,-87.60108975
5176,parking,41.7389520125,-87.6782749625
5177,parking,41.7431933545,-87.6814128727
5178,parking,41.7292430087,-87.6685891174
5179,parking,41.7400980478,-87.6775904
5180,parking,41.7419830758,-87.6814752121
5181,parking,41.7419430525,-87.67893378
5182,parking,41.7402145,-87.68177048
5183,parking,41.7431981478,-87.6795455217
5184,parking,41.7269528571,-87.6665207857
5185,parking,41.87012686,-87.9043209
5186,parking,41.87117558,-87.90323326
5187,parking,41.8707277625,-87.9031141
5188,parking,41.87092493,-87.90377749
5189,parking,41.8701645818,-87.9030970818
5190,parking,41.8716856364,-87.9048887818
5191,school,41.8707762273,-87.9040822455
5192,fuel,41.8630199385,-87.9016999769
5193,parking,41.8748500778,-87.9159696222
5194,parking,41.6784101714,-87.6724460143
5195,parking,41.69037623,-87.67099696
5196,parking,41.6864567778,-87.6780758444
5197,parking,41.6915487714,-87.6795562857
5198,parking,41.6920963909,-87.6807863364
5199,parking,41.6869204889,-87.6660940556
5200,parking,41.6893041,-87.66549925
5201,parking,41.68982537,-87.66531249
5202,parking,41.6908191429,-87.6680358143
5203,parking,41.6903636,-87.6666936667
5204,parking,41.68516322,-87.66426252
5205,parking,41.68919928,-87.66874486
5206,parking,41.6815645545,-87.6713094091
5207,parking,41.67785927,-87.67214173
5208,parking,41.68846772,-87.66967886
5209,parking,41.67976464,-87.66887424
5210,parking,41.6820654143,-87.6676138286
5211,parking,41.6957727889,-87.6817022111
5212,parking,41.6937686,-87.6790072167
5213,parking,41.7204816,-87.6863905556
5214,place_of_worship,41.71505993,-87.68401172
5215,parking,41.7206550714,-87.6852754857
5216,parking,41.6932204333,-87.6789934167
5217,parking,41.7201595455,-87.6991215818
5218,parking,41.7195589625,-87.6984385125
5219,place_of_worship,41.722921185,-87.694010015
5220,fuel,41.72097982,-87.69881624
5221,school,41.7237476143,-87.6938227
5222,parking,41.7115600769,-87.6761730846
5223,school,41.9983367714,-87.8335149714
5224,parking,41.99927086,-87.8331874
5225,parking,41.9937704,-87.83199033
5226,parking,42.0006038167,-87.8580100417
5227,parking,41.9967017167,-87.8582026667
5228,parking,42.0005879214,-87.8568377714
5229,parking,41.9990207929,-87.8591590357
5230,parking,41.7024145793,-87.6913300345
5231,parking,41.7215174846,-87.6829059154
5232,parking,41.722223,-87.6835833738
5233,parking,41.6556315033,-87.63784206
5234,parking,41.652025,-87.6381679091
5235,parking,41.6544055444,-87.6394090361
5236,parking,41.652888168,-87.639724152
5237,parking,41.9684583,-87.68726596
5238,parking,41.9689545,-87.6872206889
5239,parking,41.9800502714,-87.6775153714
5240,parking,41.9816676125,-87.677256
5241,parking,41.98130308,-87.67519068
5242,parking,41.9691442,-87.6879718
5243,parking,41.9825166,-87.6769519818
5244,parking,41.9825742417,-87.6789833583
5245,parking,41.9819971625,-87.675977725
5246,parking,41.9782043125,-87.6748947125
5247,parking,41.7566021889,-87.5428661111
5248,parking,41.7554438615,-87.5463114462
5249,school,41.75496306,-87.55289272
5250,place_of_worship,41.7544416077,-87.5524687538
5251,parking,41.7579909778,-87.5468215889
5252,parking,41.7574838394,-87.5416412909
5253,parking,41.75522095,-87.5451064
5254,school,41.76026322,-87.55631746
5255,parking,41.75964236,-87.5557818
5256,school,41.7610950429,-87.5844104857
5257,parking,41.7378605484,-87.849067471
5258,parking,41.73795708,-87.85030318
5259,grave_yard,41.74105562,-87.84621552
5260,parking,41.7392725952,-87.8485317429
5261,parking,41.7377188091,-87.8521461212
5262,grave_yard,41.7386525167,-87.8455702
5263,parking,41.7338814231,-87.8489981974
5264,parking,41.7357329963,-87.8495154148
5265,parking,41.7364114,-87.8485045524
5266,parking,41.76743666,-87.57601204
5267,place_of_worship,41.7677660947,-87.5767311947
5268,parking,41.8919499,-87.62728648
5269,parking,41.6968764571,-87.6808906214
5270,parking,41.70632314,-87.66668862
5271,parking,41.7061302364,-87.6811918
5272,parking,41.7051659,-87.6590579875
5273,school,41.7056102667,-87.6591924
5274,parking,41.6934698,-87.6722434364
5275,school,41.69392998,-87.6720086
5276,parking,41.7054896,-87.65891468
5277,parking,41.6928064375,-87.67195765
5278,community_centre,41.6786672643,-87.6531936833
5279,parking,41.6780051267,-87.6539936333
5280,parking,41.67930678,-87.65295562
5281,parking,41.67398132,-87.65224566
5282,fast_food,41.7219402,-87.5825268778
5283,parking,41.721835875,-87.5796716625
5284,school,41.71982242,-87.57754426
5285,parking,41.7211196,-87.5801253778
5286,parking,41.7216600067,-87.5803621667
5287,parking,41.7228800375,-87.5822514625
5288,parking,41.7196988571,-87.5772983429
5289,parking,41.7213465419,-87.5795907258
5290,parking,41.7216384868,-87.5824467
5291,school,41.71425086,-87.56771596
5292,college,41.710716062,-87.588077712
5293,parking,41.7044466769,-87.5857692974
5294,pharmacy,41.954599725,-87.806701575
5295,parking,41.9554827357,-87.8084069357
5296,parking,41.9548884,-87.8068124609
5297,parking,41.96798164,-87.80501466
5298,parking,41.9668408923,-87.8065420308
5299,parking,41.96760792,-87.80423914
5300,parking,41.9650162867,-87.8057633333
5301,post_office,41.9679140857,-87.8041869286
5302,parking,41.967804828,-87.806441156
5303,parking,41.93581218,-87.78499735
5304,place_of_worship,41.9369226917,-87.7744522083
5305,parking,41.93141472,-87.65667888
5306,parking,41.708117,-87.5980718714
5307,school,41.7063066667,-87.6027748667
5308,parking,41.7079786889,-87.6012555444
5309,school,41.70984028,-87.61697988
5310,parking,41.71051925,-87.61663895
5311,parking,41.7073069333,-87.6018242833
5312,parking,41.70628896,-87.60187158
5313,parking,41.7062977879,-87.7662567091
5314,parking,41.71034172,-87.77200608
5315,parking,41.71174995,-87.77446145
5316,parking,41.7068114,-87.7642146667
5317,parking,41.80117554,-87.59860768
5318,school,41.95743242,-87.81608264
5319,parking,41.7969732,-87.60428884
5320,parking,41.79701956,-87.6047938
5321,parking,41.79651218,-87.5990109
5322,parking,41.7983183857,-87.6018516857
5323,parking,41.7995739,-87.6024940833
5324,parking,41.7154594444,-87.7678511
5325,parking,41.7147974,-87.7685536625
5326,school,41.71492524,-87.76828654
5327,parking,41.7027279833,-87.7757947833
5328,parking,41.69834225,-87.75628495
5329,school,41.700967075,-87.7640064375
5330,parking,41.70135064,-87.76353922
5331,parking,41.7008755889,-87.7643058889
5332,parking,41.6993465286,-87.7580513286
5333,school,41.7005821535,-87.7571193651
5334,parking,41.96618704,-87.83153016
5335,school,41.96545792,-87.8312848
5336,fuel,41.9662770556,-87.8362491
5337,parking,41.9625423385,-87.8363089077
5338,parking,41.9275992,-87.7925463125
5339,parking,41.9285304182,-87.7882629667
5340,parking,41.928563,-87.7866645692
5341,parking,41.9266224625,-87.7876367125
5342,parking,41.9272434174,-87.7864284
5343,parking,41.92880848,-87.78751478
5344,parking,41.92564294,-87.78765482
5345,parking,41.9274394,-87.79014479
5346,parking,41.9251434619,-87.7892822857
5347,parking,41.9243685607,-87.7870907536
5348,parking,41.7360047278,-87.6868549889
5349,parking,41.73514925,-87.6844526
5350,parking,41.92233575,-87.78816355
5351,hospital,41.91968458,-87.79301826
5352,parking,41.9207798187,-87.7930254313
5353,parking,41.9233106429,-87.7898660048
5354,parking,41.9226277643,-87.8030498857
5355,parking,41.9209213727,-87.7940757
5356,parking,41.9205086308,-87.7940700538
5357,parking,41.9231648857,-87.7917545857
5358,parking,41.91862392,-87.7946238
5359,parking,41.9183478222,-87.79393075
5360,place_of_worship,41.92788842,-87.77793047
5361,place_of_worship,41.9309025429,-87.7779402286
5362,parking,41.93038806,-87.7780693
5363,parking,41.9343820545,-87.7764789727
5364,school,41.9337231,-87.7766554667
5365,school,41.92123396,-87.75799422
5366,parking,41.989988935,-87.674074755
5367,bank,41.7438439444,-87.6314635889
5368,library,41.6401658091,-87.6085328545
5369,parking,41.7925046417,-87.594000725
5370,fast_food,41.8179091429,-87.6657904143
5371,parking,41.8712219,-87.6440615389
5372,parking,41.8702619,-87.6441124111
5373,library,41.7625904,-87.6003017333
5374,school,41.76527098,-87.6040452
5375,parking,41.8741862733,-87.6417217333
5376,parking,41.8748623167,-87.6401640167
5377,school,41.8563495143,-87.6678098
5378,school,41.8553100714,-87.6581939571
5379,bank,41.85758062,-87.66700718
5380,parking,41.8539262182,-87.6581680455
5381,parking,41.8557932,-87.66644472
5382,parking,41.85706798,-87.66941328
5383,parking,41.8589696,-87.66065278
5384,parking,41.8591726,-87.65961436
5385,parking,41.85638174,-87.65853582
5386,parking,41.85668784,-87.6604861
5387,parking,41.85846046,-87.65979408
5388,parking,41.8784210625,-87.6685346188
5389,parking,41.88205322,-87.66968578
5390,parking,41.8785268727,-87.6673443636
5391,parking,41.87798465,-87.6674277417
5392,parking,41.8768975385,-87.6681408231
5393,parking,41.7416728533,-87.6298120733
5394,parking,41.7415430714,-87.6330258429
5395,parking,41.7367341059,-87.6275506529
5396,parking,41.738390725,-87.6301526583
5397,parking,41.7417921111,-87.6312310333
5398,parking,41.87283956,-87.68028956
5399,parking,41.8807289182,-87.6674217455
5400,parking,41.88084866,-87.66903246
5401,parking,41.88209758,-87.66649386
5402,parking,41.8817556,-87.66849212
5403,parking,41.88178476,-87.66636212
5404,parking,41.8826254833,-87.6672758167
5405,parking,41.8817689333,-87.6677129333
5406,parking,41.8809060333,-87.6676874833
5407,parking,41.8803191143,-87.6685582
5408,parking,41.8734297882,-87.6827819176
5409,parking,41.8745379588,-87.6779224882
5410,parking,41.8743819333,-87.6804993611
5411,parking,41.87420724,-87.6825442
5412,parking,41.8747598333,-87.68174985
5413,parking,41.8730172071,-87.6781105929
5414,parking,41.8746274,-87.6755761222
5415,parking,41.8703974833,-87.67964295
5416,school,41.69988992,-87.56268054
5417,school,41.71650056,-87.56021726
5418,school,41.7088271,-87.56642098
5419,parking,41.873037215,-87.67257151
5420,parking,41.8675409067,-87.6704567
5421,parking,41.9966418357,-87.7882424286
5422,parking,41.8654896167,-87.6751079917
5423,parking,41.8663621167,-87.6784917
5424,parking,41.86449198,-87.67807364
5425,parking,41.8654143167,-87.67762375
5426,parking,41.86557108,-87.67415872
5427,grave_yard,41.8192516222,-87.9341044
5428,grave_yard,41.8139606182,-87.9276430182
5429,grave_yard,41.8205736778,-87.9407746
5430,parking,41.8203502333,-87.9311294333
5431,grave_yard,41.8201259,-87.9319997
5432,parking,41.8895301909,-87.7001686909
5433,parking,41.88982074,-87.70110468
5434,parking,41.90258974,-87.70406746
5435,bicycle_parking,41.887884,-87.63503416
5436,parking,41.8882605333,-87.6452294833
5437,pub,41.88593336,-87.64768854
5438,parking,41.8865556833,-87.6471689167
5439,parking,41.88601744,-87.64714978
5440,parking,41.891434505,-87.69603611
5441,college,41.878212165,-87.674233285
5442,parking,41.8365213933,-87.6651670833
5443,parking,41.8344036,-87.66505766
5444,parking,41.8351595615,-87.6651226
5445,parking,41.8095849429,-87.6462766429
5446,parking,41.80773652,-87.64128994
5447,school,41.8129809333,-87.6439888167
5448,school,41.80749254,-87.64207538
5449,parking,41.8128778,-87.64413168
5450,parking,41.892918,-87.63820042
5451,bank,41.8929863583,-87.6378989167
5452,parking,41.8919610133,-87.63746896
5453,parking,41.7360147227,-87.6280472136
5454,parking,41.7344324588,-87.6265143941
5455,parking,41.7356552,-87.6296482148
5456,school,41.74520954,-87.63499584
5457,parking,41.7481884286,-87.6364279429
5458,parking,41.7440168,-87.63176136
5459,school,41.74786174,-87.63597912
5460,parking,41.8668551471,-87.7091596059
5461,parking,41.8677393143,-87.7100407
5462,parking,41.86852748,-87.70739432
5463,parking,41.8668160154,-87.7074774769
5464,parking,41.8684409158,-87.7119618053
5465,parking,41.8495627286,-87.6230818429
5466,parking,41.8512885,-87.6296652
5467,school,41.851351175,-87.6292399667
5468,parking,41.8515175222,-87.6285821222
5469,parking,41.8583791778,-87.62905985
5470,parking,41.8538734571,-87.6275506857
5471,parking,41.8102630214,-87.67581135
5472,parking,41.8190109909,-87.6956282727
5473,parking,41.8093642625,-87.676333625
5474,parking,41.809696981,-87.6833179762
5475,fuel,41.80882868,-87.67680386
5476,parking,41.8217622222,-87.7117775222
5477,parking,41.8144060929,-87.7231277286
5478,parking,41.812309756,-87.723130704
5479,parking,41.8644490308,-87.6597911385
5480,parking,41.8646998182,-87.6612484
5481,parking,41.86377675,-87.65858655
5482,parking,41.8622318833,-87.6608147667
5483,parking,41.86555785,-87.65745035
5484,school,41.8629926143,-87.6597158714
5485,parking,41.86573345,-87.6586452333
5486,parking,41.8638982333,-87.6595283
5487,parking,41.8654836167,-87.6595661667
5488,parking,41.86382225,-87.6603666167
5489,parking,41.8622535833,-87.6598036333
5490,parking,41.86578385,-87.6609910167
5491,parking,41.8657876875,-87.6603973875
5492,school,41.8628711143,-87.6606561429
5493,parking,41.8618358167,-87.6592386167
5494,parking,41.8650067462,-87.6597565385
5495,school,41.7648743667,-87.5732309
5496,parking,41.7656571533,-87.5750408067
5497,fuel,41.84432492,-87.70542526
5498,parking,41.71724866,-87.60965566
5499,parking,41.7171364267,-87.6215726133
5500,parking,41.71958466,-87.60804518
5501,parking,41.71797792,-87.60662896
5502,parking,41.71650784,-87.61044416
5503,parking,41.71721966,-87.61121058
5504,parking,41.7146625462,-87.6129544154
5505,parking,41.71711004,-87.61045986
5506,parking,41.7166439,-87.60964226
5507,parking,41.71968528,-87.60723188
5508,school,41.7173693214,-87.6218093786
5509,parking,41.7160414,-87.60962868
5510,parking,41.71736532,-87.60672024
5511,parking,41.7142354286,-87.6136632143
5512,parking,41.71555964,-87.61197402
5513,parking,41.71661378,-87.61119812
5514,parking,41.72031,-87.60655066
5515,parking,41.71796796,-87.6073559
5516,parking,41.7166859,-87.6120028
5517,school,41.71528562,-87.61832284
5518,parking,41.71608572,-87.61198976
5519,parking,41.7177126,-87.61047874
5520,parking,41.71601772,-87.61117958
5521,school,41.71749664,-87.59654892
5522,parking,41.8007462882,-87.6299211706
5523,parking,41.70742386,-87.56913408
5524,parking,41.6926376889,-87.6043424222
5525,parking,41.6926506111,-87.6029582333
5526,parking,41.95140334,-87.74698248
5527,parking,41.9510473,-87.74767878
5528,parking,41.95133914,-87.74751412
5529,parking,41.952066,-87.7468645429
5530,parking,41.9511982,-87.7469768889
5531,parking,41.8534734091,-87.6439177909
5532,parking,41.77911808,-87.70970274
5533,parking,41.77862552,-87.70940306
5534,school,41.69442862,-87.65361484
5535,parking,41.7054555455,-87.6557628091
5536,parking,41.7039957152,-87.6549327818
5537,parking,41.7036316867,-87.6552899867
5538,parking,41.7053586,-87.653910625
5539,parking,41.7059243071,-87.6553633929
5540,school,41.70527638,-87.65452708
5541,place_of_worship,41.7039559545,-87.6521109727
5542,school,41.7022486286,-87.6486046143
5543,parking,41.8243745615,-87.6354175385
5544,parking,41.6820183765,-87.8620312
5545,parking,41.6841643,-87.8736799846
5546,fountain,42.011522795,-87.830833975
5547,parking,42.0118585286,-87.8313061
5548,parking,42.01166364,-87.8310525333
5549,parking,41.9056148333,-87.6688534133
5550,parking,41.8088219182,-87.6763854091
5551,parking,41.8086755556,-87.6779486556
5552,parking,41.808917725,-87.6753239417
5553,parking,41.8089069182,-87.6787833091
5554,parking,41.8095428385,-87.6753292385
5555,parking,41.8222319955,-87.6669200818
5556,fuel,41.6988486091,-87.5211211727
5557,fuel,41.6944197667,-87.5146448778
5558,fuel,41.69584874,-87.51649022
5559,parking,41.7038482167,-87.5261976083
5560,parking,41.7032483,-87.52761928
5561,parking,41.7033527714,-87.5262429571
5562,parking,41.79583724,-87.59000844
5563,parking,41.7960440714,-87.5899238143
5564,school,41.7938213125,-87.5866163
5565,parking,41.66775852,-87.5518744733
5566,parking,41.66875445,-87.5519283667
5567,parking,41.67012186,-87.55268946
5568,parking,41.72142825,-87.6014677833
5569,parking,41.7215687136,-87.6025224955
5570,parking,41.7171180091,-87.5963275545
5571,parking,41.7181707111,-87.6030753111
5572,parking,41.7142814667,-87.60101945
5573,parking,41.7177478,-87.603473575
5574,parking,41.71450866,-87.60454918
5575,parking,41.7143797111,-87.6021054222
5576,school,41.77852602,-87.63577418
5577,school,41.76977333,-87.63535893
5578,school,41.7815780667,-87.6340176
5579,school,41.7730059,-87.6376657636
5580,public_building,41.9791909,-87.8680028857
5581,parking,41.97806538,-87.86855846
5582,restaurant,41.97855908,-87.86868938
5583,parking,41.97756776,-87.86549009
5584,parking,41.6975019769,-87.5335928308
5585,parking,41.687531575,-87.5322062375
5586,school,41.6874054667,-87.5361558333
5587,school,41.6970354143,-87.5335392571
5588,parking,41.7029562167,-87.5331398167
5589,parking,41.6989104667,-87.53367265
5590,parking,41.6875897667,-87.5395966333
5591,parking,41.6923695714,-87.5323069857
5592,school,41.69227136,-87.53235746
5593,place_of_worship,41.6933318727,-87.532269487
5594,school,41.7078871857,-87.5333117429
5595,school,41.7107039895,-87.5348467737
5596,school,41.70954818,-87.53447422
5597,place_of_worship,41.7080091071,-87.5331073214
5598,school,41.70682032,-87.5347532
5599,parking,41.71026196,-87.5356952
5600,parking,41.7094189444,-87.5335320556
5601,school,41.71525718,-87.5335647
5602,library,41.89483162,-87.70621788
5603,parking,41.8961878889,-87.7074858722
5604,parking,41.8943712111,-87.7062583111
5605,parking,41.88515702,-87.70602226
5606,parking,41.88427578,-87.70916858
5607,restaurant,41.8928859,-87.6315184
5608,parking,41.66959573,-87.6607268
5609,parking,41.65809025,-87.65906205
5610,parking,41.66266916,-87.65452614
5611,parking,41.6568247429,-87.6600854476
5612,school,41.66405314,-87.6385392
5613,parking,41.8444189125,-87.7473957125
5614,parking,41.8444186278,-87.7484814889
5615,cafe,41.9018191625,-87.621891775
5616,parking,41.9527225882,-87.7453760706
5617,parking,41.951714,-87.74697574
5618,school,41.96246304,-87.73751178
5619,parking,41.9527231,-87.7512244
5620,parking,41.9521239,-87.74624844
5621,parking,41.95358022,-87.7525245
5622,parking,41.9521178714,-87.7504868857
5623,fire_station,41.88682664,-87.62011852
5624,parking,41.8991759143,-87.6338781857
5625,school,41.6522586286,-87.5405511286
5626,parking,41.6444768333,-87.5404060133
5627,parking,41.6449585778,-87.5410310333
5628,parking,41.6460611182,-87.5409660273
5629,parking,41.648615505,-87.540841475
5630,parking,41.6567993357,-87.5560350286
5631,parking,41.9169102538,-87.8281514385
5632,parking,41.9228752667,-87.8290909
5633,parking,41.9228357167,-87.8310523
5634,parking,41.9166604618,-87.8273735909
5635,parking,41.8725906857,-87.7619845143
5636,parking,41.9418202833,-87.70126815
5637,parking,41.8619090538,-87.6382753077
5638,parking,42.0110012909,-87.6666529909
5639,fuel,41.90185224,-87.65746174
5640,parking,41.8962431714,-87.6730318429
5641,bank,41.9356395125,-87.7177590625
5642,parking,41.9039591824,-87.6832044529
5643,school,41.90260408,-87.6742791
5644,school,41.89188656,-87.74734696
5645,fast_food,41.84851054,-87.72436292
5646,library,41.8496737,-87.704876
5647,bicycle_parking,42.00895306,-87.66610866
5648,parking,41.89957738,-87.66159658
5649,parking,41.8991803,-87.66167778
5650,parking,41.70084878,-87.80139832
5651,parking,41.889892375,-87.8064762136
5652,parking,41.9966884,-87.6599861571
5653,parking,41.98460355,-87.6610609833
5654,parking,41.9897817,-87.65981648
5655,parking,41.997907075,-87.665749125
5656,parking,41.9857041167,-87.6605481167
5657,parking,41.99382138,-87.66961752
5658,parking,41.8004006125,-87.9101808625
5659,parking,41.79435174,-87.93402852
5660,parking,41.79305595,-87.93543499
5661,parking,41.79878136,-87.90983342
5662,parking,41.80438844,-87.91414942
5663,parking,41.8023391,-87.9276192571
5664,parking,41.97635272,-87.66929226
5665,parking,41.9823136,-87.66039816
5666,parking,41.9787391,-87.66882246
5667,parking,41.97908045,-87.6693907667
5668,parking,41.98672852,-87.6571739
5669,parking,41.99440252,-87.65660264
5670,parking,41.8010076,-87.9287241538
5671,parking,41.8029380889,-87.9298758222
5672,parking,41.9699511714,-87.6737474429
5673,parking,41.9752520444,-87.6805791222
5674,parking,41.9657947833,-87.6756899833
5675,parking,41.9654610154,-87.6750811923
5676,parking,41.9647690667,-87.6750277444
5677,parking,41.96551834,-87.6673759
5678,parking,41.9667429,-87.66899112
5679,parking,41.9651503444,-87.6613161111
5680,school,41.96241745,-87.664282475
5681,parking,41.9629784333,-87.6646923833
5682,parking,41.9636337333,-87.6641946333
5683,parking,41.96936982,-87.6589272
5684,parking,41.9720983,-87.6669621375
5685,parking,41.9648775143,-87.6558636429
5686,parking,41.9676318875,-87.66331405
5687,parking,41.9681250714,-87.6587017
5688,parking,41.96930432,-87.66152842
5689,school,41.97575423,-87.65780735
5690,parking,41.97541834,-87.6593773
5691,parking,41.9749814222,-87.6594337778
5692,parking,41.9706232867,-87.6593355133
5693,parking,41.9725777571,-87.6592167714
5694,parking,41.97210826,-87.66017206
5695,parking,41.96851896,-87.65807046
5696,school,41.75969142,-87.5903095
5697,bank,41.7621587,-87.5865532667
5698,parking,41.7612728786,-87.5849763714
5699,parking,41.7613093,-87.5840428889
5700,hospital,41.7571408154,-87.5848194923
5701,parking,42.0093532667,-87.863002963
5702,parking,42.005797748,-87.865982116
5703,parking,42.0052058028,-87.8654870278
5704,shelter,42.00490202,-87.86514414
5705,parking,42.0082378714,-87.8633530429
5706,parking,41.99876816,-87.86228817
5707,parking,41.9965058286,-87.8547992857
5708,parking,41.6693183846,-87.5366084769
5709,parking,41.66984866,-87.53640228
5710,parking,41.6627123667,-87.53902345
5711,parking,41.6752310643,-87.53264075
5712,parking,41.6600310111,-87.5376123222
5713,parking,41.91310764,-87.64155242
5714,parking,42.0068091875,-87.846102
5715,school,42.0085353545,-87.8445694
5716,parking,42.01028686,-87.84615938
5717,parking,42.0088838154,-87.8460028615
5718,parking,42.0093261167,-87.8463522667
5719,school,42.0061242857,-87.8469679429
5720,parking,42.0075704,-87.845202
5721,place_of_worship,42.00753325,-87.8423561071
5722,parking,42.00760842,-87.8414391
5723,parking,41.9236427714,-87.6598151143
5724,school,41.91562332,-87.67463364
5725,school,41.91474262,-87.67217152
5726,school,41.91158746,-87.66846
5727,parking,41.9082205667,-87.6865602556
5728,school,41.9074044571,-87.6829520714
5729,school,41.89218602,-87.66129342
5730,parking,41.96480398,-87.83627082
5731,parking,41.9664291833,-87.8342433833
5732,parking,41.9640533063,-87.836205175
5733,parking,41.9662329091,-87.8353772182
5734,parking,41.96695506,-87.83510244
5735,parking,41.9670420733,-87.8371696
5736,parking,41.9920554,-87.65872618
5737,parking,41.9952645526,-87.6565434526
5738,parking,41.99364768,-87.65647546
5739,parking,41.9938710857,-87.6559943857
5740,parking,41.9942753286,-87.6574105429
5741,school,41.99563302,-87.65603498
5742,parking,41.9979370083,-87.6560746667
5743,parking,41.7844637,-87.5875861375
5744,parking,41.7835356556,-87.5891178889
5745,parking,41.78330654,-87.58791204
5746,parking,41.78545028,-87.5874806
5747,parking,41.7820654312,-87.5890054
5748,parking,41.7848165625,-87.5887341125
5749,parking,41.77930286,-87.58956332
5750,parking,41.7830380286,-87.5905504286
5751,parking,41.7729900111,-87.5868635556
5752,parking,41.7735018333,-87.5871576167
5753,parking,41.77378238,-87.58730037
5754,parking,41.7735568545,-87.5877808818
