,Latitude,Longitude,Type
551,41.765719037,-87.604959713,Divvy
552,41.947326,-87.717582,Divvy
553,41.931901969,-87.70119513,Divvy
554,41.894887,-87.774704,Divvy
555,41.854016,-87.695445,Divvy
556,41.864059,-87.623727,Divvy
557,41.891466,-87.626761,Divvy
558,41.890359,-87.617532,Divvy
559,41.954383,-87.648043,Divvy
560,41.911722,-87.626804,Divvy
561,41.95469,-87.67393,Divvy
562,42.050491,-87.677821,Divvy
563,41.907626,-87.638566,Divvy
564,41.910153,-87.68229,Divvy
565,41.925601882,-87.653708042,Divvy
566,41.926277,-87.630834,Divvy
567,41.983664709,-87.696422561,Divvy
568,42.058239,-87.677432,Divvy
569,41.967096,-87.667429,Divvy
570,41.896362458,-87.654061273,Divvy
571,41.978353,-87.659753,Divvy
572,41.799568,-87.594747,Divvy
573,41.880419,-87.655519,Divvy
574,41.926755988,-87.634428785,Divvy
575,41.895764746,-87.625908033,Divvy
576,41.963982,-87.638181,Divvy
577,41.884728,-87.619521,Divvy
578,41.880317,-87.635185,Divvy
579,41.89186,-87.62062,Divvy
580,41.931248,-87.644336,Divvy
581,41.940106,-87.645451,Divvy
582,41.925858,-87.638973,Divvy
583,41.922695,-87.697153,Divvy
584,41.955927,-87.679259,Divvy
585,41.949074,-87.648636,Divvy
586,41.890573,-87.622072,Divvy
587,41.865234,-87.666507,Divvy
588,41.870816,-87.631246,Divvy
589,41.90348607,-87.643353494,Divvy
590,41.89637337,-87.66098386,Divvy
591,41.950687,-87.6687,Divvy
592,41.881319815,-87.629520919,Divvy
593,41.932588,-87.636427,Divvy
594,41.889187,-87.627754,Divvy
595,41.892278,-87.612043,Divvy
596,41.857611,-87.619407,Divvy
597,41.900219493,-87.642985468,Divvy
598,41.888716036,-87.644447853,Divvy
599,41.819102,-87.643278,Divvy
600,41.856268,-87.613348,Divvy
601,41.968354494,-87.711830667,Divvy
602,41.8781,-87.627495,Bike Rack
603,41.8019,-87.625808,Bike Rack
604,41.879382,-87.627517,Bike Rack
605,41.893974,-87.627945,Bike Rack
606,41.8781,-87.627495,Bike Rack
607,41.8781,-87.627495,Bike Rack
608,41.886752,-87.627907,Bike Rack
609,41.886752,-87.627907,Bike Rack
610,41.882059,-87.6308,Bike Rack
611,41.882014,-87.635242,Bike Rack
612,41.880839,-87.727945,Bike Rack
613,41.882136,-87.627724,Bike Rack
614,41.882023,-87.633753,Bike Rack
615,41.881865,-87.629267,Bike Rack
616,41.881643,-87.647206,Bike Rack
617,41.881974,-87.624027,Bike Rack
618,41.881969,-87.626054,Bike Rack
619,41.881868,-87.636676,Bike Rack
620,41.881877,-87.633745,Bike Rack
621,41.880644,-87.627934,Bike Rack
622,41.878611,-87.629992,Bike Rack
623,41.880745,-87.706283,Bike Rack
624,41.880745,-87.706283,Bike Rack
625,41.881674,-87.638874,Bike Rack
626,41.881674,-87.638874,Bike Rack
627,41.881674,-87.638874,Bike Rack
628,41.881482,-87.626258,Bike Rack
629,41.903298,-87.629075,Bike Rack
630,41.889383,-87.628459,Bike Rack
631,41.885892,-87.628341,Bike Rack
632,41.885824,-87.624439,Bike Rack
633,41.900133,-87.624935,Bike Rack
634,41.882286,-87.76498,Bike Rack
635,41.881855,-87.715858,Bike Rack
636,41.881855,-87.715858,Bike Rack
637,41.883306,-87.63097,Bike Rack
638,41.883306,-87.63097,Bike Rack
639,41.883322,-87.638644,Bike Rack
640,41.880652,-87.629441,Bike Rack
641,41.88085,-87.61757,Bike Rack
642,41.880788,-87.624512,Bike Rack
643,41.880641,-87.62628,Bike Rack
644,41.880514,-87.637106,Bike Rack
645,41.736354,-87.626741,Bike Rack
646,41.879484,-87.630868,Bike Rack
647,41.903993,-87.631607,Bike Rack
648,41.890936,-87.631276,Bike Rack
649,41.885822,-87.631094,Bike Rack
650,41.88079,-87.631001,Bike Rack
651,41.884539,-87.631022,Bike Rack
652,41.757695,-87.599148,Bike Rack
653,41.899386,-87.696928,Bike Rack
654,41.899386,-87.696928,Bike Rack
655,41.900719,-87.630035,Bike Rack
656,41.899399,-87.699393,Bike Rack
657,41.900856,-87.624306,Bike Rack
658,41.900858,-87.624232,Bike Rack
659,41.899422,-87.6982,Bike Rack
660,41.869902,-87.626045,Bike Rack
661,41.698782,-87.647671,Bike Rack
662,41.94737,-87.654465,Bike Rack
663,42.003801,-87.657651,Bike Rack
664,41.883136,-87.652197,Bike Rack
665,41.936331,-87.654096,Bike Rack
666,41.711666,-87.681963,Bike Rack
667,41.711137,-87.720903,Bike Rack
668,41.712854,-87.59227,Bike Rack
669,41.712854,-87.59227,Bike Rack
670,41.899822,-87.667282,Bike Rack
671,41.899661,-87.677036,Bike Rack
672,41.900724,-87.629731,Bike Rack
673,41.900724,-87.629731,Bike Rack
674,41.917967,-87.653438,Bike Rack
675,41.910751,-87.65324,Bike Rack
676,41.943397,-87.654252,Bike Rack
677,41.882961,-87.652195,Bike Rack
678,41.928845,-87.653961,Bike Rack
679,41.7115,-87.67674,Bike Rack
680,41.899422,-87.69696,Bike Rack
681,41.899526,-87.687101,Bike Rack
682,41.899628,-87.681865,Bike Rack
683,41.899628,-87.681865,Bike Rack
684,41.899628,-87.681865,Bike Rack
685,41.900937,-87.627408,Bike Rack
686,41.711548,-87.620169,Bike Rack
687,41.712353,-87.53545,Bike Rack
688,41.869905,-87.624293,Bike Rack
689,41.712291,-87.535134,Bike Rack
690,41.921553,-87.653795,Bike Rack
691,41.886609,-87.652556,Bike Rack
692,41.898203,-87.626094,Bike Rack
693,41.894021,-87.625241,Bike Rack
694,41.885695,-87.624438,Bike Rack
695,41.899864,-87.624928,Bike Rack
696,41.900775,-87.624073,Bike Rack
697,41.883379,-87.624059,Bike Rack
698,41.883365,-87.626066,Bike Rack
699,41.883272,-87.636687,Bike Rack
700,41.88082,-87.62064,Bike Rack
701,41.88065,-87.629315,Bike Rack
702,41.880851,-87.617133,Bike Rack
703,41.880788,-87.624191,Bike Rack
704,41.736223,-87.626737,Bike Rack
705,41.880587,-87.630998,Bike Rack
706,41.884418,-87.631019,Bike Rack
707,41.764225,-87.600166,Bike Rack
708,41.869599,-87.640936,Bike Rack
709,41.896448,-87.653156,Bike Rack
710,41.70838,-87.581455,Bike Rack
711,41.709728,-87.681543,Bike Rack
712,41.901144,-87.627509,Bike Rack
713,41.899727,-87.686742,Bike Rack
714,41.709433,-87.681897,Bike Rack
715,41.917943,-87.65386,Bike Rack
716,41.917943,-87.65386,Bike Rack
717,41.869864,-87.624292,Bike Rack
718,41.954337,-87.655139,Bike Rack
719,41.885415,-87.652705,Bike Rack
720,41.885415,-87.652705,Bike Rack
721,41.871736,-87.652019,Bike Rack
722,41.710922,-87.535094,Bike Rack
723,41.900225,-87.667618,Bike Rack
724,41.900225,-87.667618,Bike Rack
725,41.900886,-87.630069,Bike Rack
726,41.939724,-87.654727,Bike Rack
727,41.899832,-87.696992,Bike Rack
728,41.869061,-87.658129,Bike Rack
729,41.932478,-87.654604,Bike Rack
730,41.932478,-87.654604,Bike Rack
731,41.883363,-87.626375,Bike Rack
732,41.709832,-87.534238,Bike Rack
733,41.709948,-87.535365,Bike Rack
734,41.927917,-87.65434,Bike Rack
735,41.709534,-87.566737,Bike Rack
736,41.961609,-87.65537,Bike Rack
737,41.7092,-87.552366,Bike Rack
738,41.7083,-87.61984,Bike Rack
739,41.70914,-87.535447,Bike Rack
740,41.709081,-87.535447,Bike Rack
