,STOP_ID,STOP_NAME,STATION_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location,Latitude,Longitude
267,30070,Southport (Kimball-bound),Southport,40360,True,False,False,False,True,False,False,False,False,False,"(41.943744, -87.663619)",41.943744,-87.663619
268,30071,Southport (Loop-bound),Southport,40360,True,False,False,False,True,False,False,False,False,False,"(41.943744, -87.663619)",41.943744,-87.663619
269,30036,Sox-35th (Howard-bound),Sox-35th,40190,True,True,False,False,False,False,False,False,False,False,"(41.831191, -87.630636)",41.831191,-87.630636
270,30037,Sox-35th (95th-bound),Sox-35th,40190,True,True,False,False,False,False,False,False,False,False,"(41.831191, -87.630636)",41.831191,-87.630636
271,30051,State/Lake (Outer Loop),State/Lake,40260,False,False,False,True,True,False,False,False,False,False,"(41.88574, -87.627835)",41.88574,-87.627835
272,30050,State/Lake (Inner Loop),State/Lake,40260,False,False,False,True,False,False,True,False,True,True,"(41.88574, -87.627835)",41.88574,-87.627835
273,30170,Thorndale (95th-bound),Thorndale,40880,False,True,False,False,False,False,False,False,False,False,"(41.990259, -87.659076)",41.990259,-87.659076
274,30169,Thorndale (Howard-bound),Thorndale,40880,False,True,False,False,False,False,False,False,False,False,"(41.990259, -87.659076)",41.990259,-87.659076
275,30069,UIC-Halsted (Forest Pk-bound),UIC-Halsted,40350,True,False,True,False,False,False,False,False,False,False,"(41.875474, -87.649707)",41.875474,-87.649707
276,30068,UIC-Halsted (O'Hare-bound),UIC-Halsted,40350,True,False,True,False,False,False,False,False,False,False,"(41.875474, -87.649707)",41.875474,-87.649707
277,30073,Washington (Forest Pk-bound),Washington,40370,False,False,True,False,False,False,False,False,False,False,"(41.883164, -87.62944)",41.883164,-87.62944
278,30072,Washington (O'Hare-bound),Washington,40370,False,False,True,False,False,False,False,False,False,False,"(41.883164, -87.62944)",41.883164,-87.62944
279,30383,Washington/Wabash (Outer Loop),Washington/Wabash,41700,True,False,False,True,True,False,False,False,False,False,"(41.88322, -87.626189)",41.88322,-87.626189
280,30384,Washington/Wabash (Inner Loop),Washington/Wabash,41700,True,False,False,True,False,False,True,False,True,True,"(41.88322, -87.626189)",41.88322,-87.626189
281,30141,Washington/Wells (Inner Loop),Washington/Wells,40730,True,False,False,False,False,False,True,False,True,True,"(41.882695, -87.63378)",41.882695,-87.63378
282,30142,Washington/Wells (Outer Loop),Washington/Wells,40730,True,False,False,False,True,False,False,False,False,False,"(41.882695, -87.63378)",41.882695,-87.63378
283,30231,Wellington (Kimball-Linden-bound),Wellington,41210,True,False,False,False,True,False,True,False,False,False,"(41.936033, -87.653266)",41.936033,-87.653266
284,30232,Wellington (Loop-bound),Wellington,41210,True,False,False,False,True,False,True,False,False,False,"(41.936033, -87.653266)",41.936033,-87.653266
285,30129,Western (O'Hare Branch) (O'Hare-bound),Western,40670,True,False,True,False,False,False,False,False,False,False,"(41.916157, -87.687364)",41.916157,-87.687364
286,30284,Western (Loop-bound),Western,41480,True,False,False,False,True,False,False,False,False,False,"(41.966163, -87.688502)",41.966163,-87.688502
287,30283,Western (Kimball-bound),Western,41480,True,False,False,False,True,False,False,False,False,False,"(41.966163, -87.688502)",41.966163,-87.688502
288,30143,Western (Loop-bound),Western,40740,True,False,False,False,False,False,False,False,True,False,"(41.854225, -87.685129)",41.854225,-87.685129
289,30144,Western (54th/Cermak-bound),Western,40740,True,False,False,False,False,False,False,False,True,False,"(41.854225, -87.685129)",41.854225,-87.685129
290,30061,Western (Midway-bound),Western,40310,True,False,False,False,False,False,False,False,False,True,"(41.804546, -87.684019)",41.804546,-87.684019
291,30060,Western (Loop-bound),Western,40310,True,False,False,False,False,False,False,False,False,True,"(41.804546, -87.684019)",41.804546,-87.684019
292,30130,Western (O'Hare Branch) (Forest Pk-bound),Western,40670,True,False,True,False,False,False,False,False,False,False,"(41.916157, -87.687364)",41.916157,-87.687364
293,30042,Western (Forest Pk Branch) (O'Hare-bound),Western,40220,False,False,True,False,False,False,False,False,False,False,"(41.875478, -87.688436)",41.875478,-87.688436
294,30043,Western (Forest Pk Branch) (Forest Pk-bound),Western,40220,False,False,True,False,False,False,False,False,False,False,"(41.875478, -87.688436)",41.875478,-87.688436
295,30106,Wilson (95th-bound),Wilson,40540,True,True,False,False,False,False,False,False,False,False,"(41.964273, -87.657588)",41.964273,-87.657588
296,30105,Wilson (Howard-bound),Wilson,40540,True,True,False,False,False,False,False,False,False,False,"(41.964273, -87.657588)",41.964273,-87.657588
297,30385,Wilson (Loop-bound),Wilson,40540,True,False,False,False,False,False,True,False,False,False,"(41.964273, -87.657588)",41.964273,-87.657588
298,30386,Wilson (Linden-bound),Wilson,40540,True,False,False,False,False,False,True,False,False,False,"(41.964273, -87.657588)",41.964273,-87.657588
299,30033,Ashland (Harlem-54th/Cermak-bound),Ashland,40170,True,False,False,True,False,False,False,False,True,False,"(41.885269, -87.666969)",41.885269,-87.666969
