,RackID,Address,Ward,Community Area,Community Name,TotInstall,Latitude,Longitude,Historical,F12,F13,LOCATION
0,651,1 E Jackson Blvd,2,32,Loop,1,41.8781,-87.627495,0,41.8781,-87.627495,"(41.878100, -87.627495)"
1,1409,1 E 51st St,3,40,Washington Park,1,41.8019,-87.625808,1,41.8019,-87.625808,"(41.801900, -87.625808)"
2,1989,1 E Adams St,42,32,Loop,3,41.879382,-87.627517,1,41.879382,-87.627517,"(41.879382, -87.627517)"
3,6379,1 E Erie St,42,8,Near North Side,1,41.893974,-87.627945,1,41.893974,-87.627945,"(41.893974, -87.627945)"
4,3058,1 E Jackson Blvd,2,32,Loop,2,41.8781,-87.627495,1,41.8781,-87.627495,"(41.878100, -87.627495)"
5,5019,1 E Jackson Blvd,2,32,Loop,2,41.8781,-87.627495,1,41.8781,-87.627495,"(41.878100, -87.627495)"
6,4004,1 E Wacker Dr,42,32,Loop,3,41.886752,-87.627907,1,41.886752,-87.627907,"(41.886752, -87.627907)"
7,6162,1 E Wacker Dr,42,32,Loop,1,41.886752,-87.627907,1,41.886752,-87.627907,"(41.886752, -87.627907)"
8,2429,1 N Clark St,42,32,Loop,2,41.882059,-87.6308,1,41.882059,-87.6308,"(41.882059, -87.630800)"
9,957,1 N Franklin St,42,32,Loop,1,41.882014,-87.635242,0,41.882014,-87.635242,"(41.882014, -87.635242)"
10,3071,1 N Karlov Ave,28,26,West Garfield Park,1,41.880839,-87.727945,1,41.880839,-87.727945,"(41.880839, -87.727945)"
11,6394,1 N State St,42,32,Loop,1,41.882136,-87.627724,1,41.882136,-87.627724,"(41.882136, -87.627724)"
12,4063,1 N Wells St,42,32,Loop,2,41.882023,-87.633753,1,41.882023,-87.633753,"(41.882023, -87.633753)"
13,2559,1 S Dearborn St,42,32,Loop,2,41.881865,-87.629267,1,41.881865,-87.629267,"(41.881865, -87.629267)"
14,2940,1 S Halsted St,27,28,Near West Side,1,41.881643,-87.647206,1,41.881643,-87.647206,"(41.881643, -87.647206)"
15,3451,1 S Michigan Ave,42,32,Loop,1,41.881974,-87.624027,1,41.881974,-87.624027,"(41.881974, -87.624027)"
16,3990,1 S Wabash Ave,42,32,Loop,2,41.881969,-87.626054,1,41.881969,-87.626054,"(41.881969, -87.626054)"
17,6398,1 S Wacker Dr,2,32,Loop,2,41.881868,-87.636676,1,41.881868,-87.636676,"(41.881868, -87.636676)"
18,4087,1 S Wells St,42,32,Loop,2,41.881877,-87.633745,1,41.881877,-87.633745,"(41.881877, -87.633745)"
19,3512,1 W Monroe St,42,32,Loop,3,41.880644,-87.627934,1,41.880644,-87.627934,"(41.880644, -87.627934)"
20,3716,1 W Quincy St,42,32,Loop,1,41.878611,-87.629992,1,41.878611,-87.629992,"(41.878611, -87.629992)"
21,3087,10 S Kedzie Ave,28,27,East Garfield Park,3,41.880745,-87.706283,1,41.880745,-87.706283,"(41.880745, -87.706283)"
22,6370,10 S Kedzie Ave,28,27,East Garfield Park,1,41.880745,-87.706283,1,41.880745,-87.706283,"(41.880745, -87.706283)"
23,1025,10 S Riverside Plz,2,28,Near West Side,1,41.881674,-87.638874,0,41.881674,-87.638874,"(41.881674, -87.638874)"
24,3755,10 S Riverside Plz,2,28,Near West Side,1,41.881674,-87.638874,1,41.881674,-87.638874,"(41.881674, -87.638874)"
25,6407,10 S Riverside Plz,2,28,Near West Side,1,41.881674,-87.638874,1,41.881674,-87.638874,"(41.881674, -87.638874)"
26,3991,10 S Wabash Ave,42,32,Loop,1,41.881482,-87.626258,1,41.881482,-87.626258,"(41.881482, -87.626258)"
27,18,10 W Elm St,42,8,Near North Side,1,41.903298,-87.629075,0,41.903298,-87.629075,"(41.903298, -87.629075)"
28,3118,10 W Kinzie St,42,8,Near North Side,1,41.889383,-87.628459,1,41.889383,-87.628459,"(41.889383, -87.628459)"
29,3143,10 W Lake St,42,32,Loop,3,41.885892,-87.628341,1,41.885892,-87.628341,"(41.885892, -87.628341)"
30,3153,100 E Lake St,42,32,Loop,1,41.885824,-87.624439,1,41.885824,-87.624439,"(41.885824, -87.624439)"
31,4035,100 E Walton Pl,42,8,Near North Side,2,41.900133,-87.624935,1,41.900133,-87.624935,"(41.900133, -87.624935)"
32,5400,100 N Central Ave,29,25,Austin,2,41.882286,-87.76498,1,41.882286,-87.76498,"(41.882286, -87.764980)"
33,2291,100 N Central Park Ave,28,27,East Garfield Park,13,41.881855,-87.715858,1,41.881855,-87.715858,"(41.881855, -87.715858)"
34,5404,100 N Central Park Ave,28,27,East Garfield Park,6,41.881855,-87.715858,1,41.881855,-87.715858,"(41.881855, -87.715858)"
35,2365,100 N Clark St,42,32,Loop,2,41.883306,-87.63097,1,41.883306,-87.63097,"(41.883306, -87.630970)"
36,2416,100 N Clark St,42,32,Loop,2,41.883306,-87.63097,1,41.883306,-87.63097,"(41.883306, -87.630970)"
37,6086,100 N Riverside Plz,42,28,Near West Side,4,41.883322,-87.638644,1,41.883322,-87.638644,"(41.883322, -87.638644)"
38,2555,100 S Dearborn St,42,32,Loop,2,41.880652,-87.629441,1,41.880652,-87.629441,"(41.880652, -87.629441)"
39,3167,100 S Lake Shore Dr,42,32,Loop,4,41.88085,-87.61757,1,41.88085,-87.61757,"(41.880850, -87.617570)"
40,3401,100 S Michigan Ave,42,32,Loop,2,41.880788,-87.624512,1,41.880788,-87.624512,"(41.880788, -87.624512)"
41,3996,100 S Wabash Ave,42,32,Loop,1,41.880641,-87.62628,1,41.880641,-87.62628,"(41.880641, -87.626280)"
42,971,100 S Wacker Dr,2,32,Loop,1,41.880514,-87.637106,0,41.880514,-87.637106,"(41.880514, -87.637106)"
43,1537,100 W 87th St,21,44,Chatham,1,41.736354,-87.626741,1,41.736354,-87.626741,"(41.736354, -87.626741)"
44,1990,100 W Adams St,42,32,Loop,3,41.879484,-87.630868,1,41.879484,-87.630868,"(41.879484, -87.630868)"
45,2608,100 W Division St,42,8,Near North Side,6,41.903993,-87.631607,1,41.903993,-87.631607,"(41.903993, -87.631607)"
46,3016,100 W Illinois St,42,8,Near North Side,1,41.890936,-87.631276,1,41.890936,-87.631276,"(41.890936, -87.631276)"
47,3158,100 W Lake St,42,32,Loop,2,41.885822,-87.631094,1,41.885822,-87.631094,"(41.885822, -87.631094)"
48,3521,100 W Monroe St,42,32,Loop,2,41.88079,-87.631001,1,41.88079,-87.631001,"(41.880790, -87.631001)"
49,4985,100 W Randolph St,42,32,Loop,1,41.884539,-87.631022,1,41.884539,-87.631022,"(41.884539, -87.631022)"
50,5105,1000 E 75th St,8,69,Greater Grand Crossing,1,41.757695,-87.599148,1,41.757695,-87.599148,"(41.757695, -87.599148)"
51,4634,1000 N California Ave,26,24,West Town,1,41.899386,-87.696928,1,41.899386,-87.696928,"(41.899386, -87.696928)"
52,5870,1000 N California Ave,26,24,West Town,1,41.899386,-87.696928,1,41.899386,-87.696928,"(41.899386, -87.696928)"
53,2536,1000 N Dearborn St,42,8,Near North Side,5,41.900719,-87.630035,1,41.900719,-87.630035,"(41.900719, -87.630035)"
54,5364,1000 N Francisco Ave,26,24,West Town,1,41.899399,-87.699393,1,41.899399,-87.699393,"(41.899399, -87.699393)"
55,4652,1000 n Lake Shore Dr,42,8,Near North Side,2,41.900856,-87.624306,1,41.900856,-87.624306,"(41.900856, -87.624306)"
56,6331,1000 N Lake Shore Dr,42,8,Near North Side,1,41.900858,-87.624232,1,41.900858,-87.624232,"(41.900858, -87.624232)"
57,6224,1000 N Mozart St,26,24,West Town,1,41.899422,-87.6982,1,41.899422,-87.6982,"(41.899422, -87.698200)"
58,769,1000 S Wabash Ave,2,32,Loop,2,41.869902,-87.626045,0,41.869902,-87.626045,"(41.869902, -87.626045)"
59,1302,1000 W 107th St,34,73,Washington Heights,3,41.698782,-87.647671,1,41.698782,-87.647671,"(41.698782, -87.647671)"
60,4620,1000 W Addison St,44,6,Lake View,2,41.94737,-87.654465,1,41.94737,-87.654465,"(41.947370, -87.654465)"
61,5121,1000 W North Shore Ave,49,1,Rogers Park,2,42.003801,-87.657651,1,42.003801,-87.657651,"(42.003801, -87.657651)"
62,6230,1000 W Washington Blvd,27,28,Near West Side,1,41.883136,-87.652197,1,41.883136,-87.652197,"(41.883136, -87.652197)"
63,5406,1000 W Wellington Ave,44,6,Lake View,1,41.936331,-87.654096,1,41.936331,-87.654096,"(41.936331, -87.654096)"
64,4111,10000 S Western Ave,19,72,Beverly,1,41.711666,-87.681963,1,41.711666,-87.681963,"(41.711666, -87.681963)"
65,3685,10001 S Pulaski Rd,19,74,Mount Greenwood,1,41.711137,-87.720903,1,41.711137,-87.720903,"(41.711137, -87.720903)"
66,4171,10001 S Woodlawn Ave,8,50,Pullman,5,41.712854,-87.59227,1,41.712854,-87.59227,"(41.712854, -87.592270)"
67,5186,10001 S Woodlawn Ave,8,50,Pullman,2,41.712854,-87.59227,1,41.712854,-87.59227,"(41.712854, -87.592270)"
68,6125,1001 N Ashland Ave,27,24,West Town,1,41.899822,-87.667282,1,41.899822,-87.667282,"(41.899822, -87.667282)"
69,5945,1001 N Damen Ave,1,24,West Town,1,41.899661,-87.677036,1,41.899661,-87.677036,"(41.899661, -87.677036)"
70,4404,1001 N Dearborn St,42,8,Near North Side,2,41.900724,-87.629731,1,41.900724,-87.629731,"(41.900724, -87.629731)"
71,6424,1001 N Dearborn St,42,8,Near North Side,0,41.900724,-87.629731,1,41.900724,-87.629731,"(41.900724, -87.629731)"
72,2041,1001 W Armitage Ave,32,7,Lincoln Park,2,41.917967,-87.653438,1,41.917967,-87.653438,"(41.917967, -87.653438)"
73,4463,1001 W North Ave,32,8,Near North Side,1,41.910751,-87.65324,1,41.910751,-87.65324,"(41.910751, -87.653240)"
74,3778,1001 W Roscoe St,44,6,Lake View,3,41.943397,-87.654252,1,41.943397,-87.654252,"(41.943397, -87.654252)"
75,4044,1001 W Washington Blvd,27,28,Near West Side,3,41.882961,-87.652195,1,41.882961,-87.652195,"(41.882961, -87.652195)"
76,4180,1001 W Wrightwood Ave,32,7,Lincoln Park,2,41.928845,-87.653961,1,41.928845,-87.653961,"(41.928845, -87.653961)"
77,5175,10015 S Leavitt St,19,72,Beverly,2,41.7115,-87.67674,1,41.7115,-87.67674,"(41.711500, -87.676740)"
78,4641,1002 N California Ave,26,24,West Town,2,41.899422,-87.69696,1,41.899422,-87.69696,"(41.899422, -87.696960)"
79,6220,1002 N Western Ave,1,24,West Town,1,41.899526,-87.687101,1,41.899526,-87.687101,"(41.899526, -87.687101)"
80,3267,1003 N Leavitt St,32,24,West Town,1,41.899628,-87.681865,1,41.899628,-87.681865,"(41.899628, -87.681865)"
81,4876,1003 N Leavitt St,32,24,West Town,1,41.899628,-87.681865,1,41.899628,-87.681865,"(41.899628, -87.681865)"
82,6572,1003 N Leavitt St,32,24,West Town,2,41.899628,-87.681865,0,41.899628,-87.681865,"(41.899628, -87.681865)"
83,4657,1003 N Rush St,42,8,Near North Side,1,41.900937,-87.627408,1,41.900937,-87.627408,"(41.900937, -87.627408)"
84,6293,10040 S Michigan Ave,9,49,Roseland,1,41.711548,-87.620169,1,41.711548,-87.620169,"(41.711548, -87.620169)"
85,4268,10052 S Ewing Ave,10,52,East Side,1,41.712353,-87.53545,1,41.712353,-87.53545,"(41.712353, -87.535450)"
86,773,1006 S Michigan Ave,2,32,Loop,2,41.869905,-87.624293,0,41.869905,-87.624293,"(41.869905, -87.624293)"
87,5108,10063 S Ewing Ave,10,52,East Side,1,41.712291,-87.535134,1,41.712291,-87.535134,"(41.712291, -87.535134)"
88,4055,1007 W Webster Ave,32,7,Lincoln Park,1,41.921553,-87.653795,1,41.921553,-87.653795,"(41.921553, -87.653795)"
89,6461,1009 W Fulton Market,27,28,Near West Side,1,41.886609,-87.652556,0,41.886609,-87.652556,"(41.886609, -87.652556)"
90,2314,101 E Chestnut St,42,8,Near North Side,2,41.898203,-87.626094,1,41.898203,-87.626094,"(41.898203, -87.626094)"
91,2636,101 E Erie St,42,8,Near North Side,1,41.894021,-87.625241,1,41.894021,-87.625241,"(41.894021, -87.625241)"
92,3148,101 E Lake St,42,32,Loop,2,41.885695,-87.624438,1,41.885695,-87.624438,"(41.885695, -87.624438)"
93,4034,101 E Walton Pl,42,8,Near North Side,2,41.899864,-87.624928,1,41.899864,-87.624928,"(41.899864, -87.624928)"
94,3183,101 N Lake Shore Dr,42,32,Loop,1,41.900775,-87.624073,1,41.900775,-87.624073,"(41.900775, -87.624073)"
95,3421,101 N Michigan Ave,42,32,Loop,2,41.883379,-87.624059,1,41.883379,-87.624059,"(41.883379, -87.624059)"
96,3987,101 N Wabash Ave,42,32,Loop,1,41.883365,-87.626066,1,41.883365,-87.626066,"(41.883365, -87.626066)"
97,4027,101 N Wacker Dr,42,32,Loop,3,41.883272,-87.636687,1,41.883272,-87.636687,"(41.883272, -87.636687)"
98,2461,101 S Columbus Dr,32,42,Woodlawn,4,41.88082,-87.62064,1,41.88082,-87.62064,"(41.88082, -87.62064)"
99,2553,101 S Dearborn St,42,32,Loop,3,41.88065,-87.629315,1,41.88065,-87.629315,"(41.880650, -87.629315)"
100,3171,101 S Lake Shore Dr,42,32,Loop,1,41.880851,-87.617133,1,41.880851,-87.617133,"(41.880851, -87.617133)"
101,3438,101 S Michigan Ave,42,32,Loop,2,41.880788,-87.624191,1,41.880788,-87.624191,"(41.880788, -87.624191)"
102,1538,101 W 87th St,21,44,Chatham,1,41.736223,-87.626737,1,41.736223,-87.626737,"(41.736223, -87.626737)"
103,3523,101 W Monroe St,42,32,Loop,2,41.880587,-87.630998,1,41.880587,-87.630998,"(41.880587, -87.630998)"
104,3732,101 W Randolph St,42,32,Loop,3,41.884418,-87.631019,1,41.884418,-87.631019,"(41.884418, -87.631019)"
105,4547,1010 E 72nd St,5,69,Greater Grand Crossing,3,41.764225,-87.600166,1,41.764225,-87.600166,"(41.764225, -87.600166)"
106,5867,1010 S Clinton St,2,28,Near West Side,1,41.869599,-87.640936,1,41.869599,-87.640936,"(41.869599, -87.640936)"
107,2321,1010 W Chicago Ave,27,24,West Town,1,41.896448,-87.653156,1,41.896448,-87.653156,"(41.896448, -87.653156)"
108,3909,10101 S Stony Island Ave,10,51,South Deering,2,41.70838,-87.581455,1,41.70838,-87.581455,"(41.708380, -87.581455)"
109,4138,10107 S Western Ave,19,72,Beverly,1,41.709728,-87.681543,1,41.709728,-87.681543,"(41.709728, -87.681543)"
110,3784,1011 N Rush St,42,8,Near North Side,3,41.901144,-87.627509,1,41.901144,-87.627509,"(41.901144, -87.627509)"
111,4600,1011 N Western Ave,32,24,West Town,1,41.899727,-87.686742,1,41.899727,-87.686742,"(41.899727, -87.686742)"
112,4132,10126 S Western Ave,19,72,Beverly,1,41.709433,-87.681897,1,41.709433,-87.681897,"(41.709433, -87.681897)"
113,2035,1013 W Armitage Ave,32,7,Lincoln Park,2,41.917943,-87.65386,1,41.917943,-87.65386,"(41.917943, -87.653860)"
114,6065,1013 W Armitage Ave,32,7,Lincoln Park,1,41.917943,-87.65386,1,41.917943,-87.65386,"(41.917943, -87.653860)"
115,5273,1014 S Michigan Ave,2,32,Loop,2,41.869864,-87.624292,1,41.869864,-87.624292,"(41.869864, -87.624292)"
116,6259,1015 W Irving Park Rd,44,6,Lake View,1,41.954337,-87.655139,1,41.954337,-87.655139,"(41.954337, -87.655139)"
117,4901,1015 W Lake St,27,28,Near West Side,2,41.885415,-87.652705,1,41.885415,-87.652705,"(41.885415, -87.652705)"
118,5933,1015 W Lake St,27,28,Near West Side,1,41.885415,-87.652705,1,41.885415,-87.652705,"(41.885415, -87.652705)"
119,145,1015 W Polk St,25,28,Near West Side,2,41.871736,-87.652019,0,41.871736,-87.652019,"(41.871736, -87.652019)"
120,2640,10155 S Ewing Ave,10,52,East Side,1,41.710922,-87.535094,1,41.710922,-87.535094,"(41.710922, -87.535094)"
121,5852,1016 N Ashland Ave,1,24,West Town,1,41.900225,-87.667618,1,41.900225,-87.667618,"(41.900225, -87.667618)"
122,6720,1016 N Ashland Ave,1,24,West Town,1,41.900225,-87.667618,0,41.900225,-87.667618,"(41.900225, -87.667618)"
123,985,1016 N Dearborn St,42,8,Near North Side,1,41.900886,-87.630069,0,41.900886,-87.630069,"(41.900886, -87.630069)"
124,5329,1017 W Belmont Ave,44,6,Lake View,1,41.939724,-87.654727,1,41.939724,-87.654727,"(41.939724, -87.654727)"
125,5860,1018 N California Ave,26,24,West Town,1,41.899832,-87.696992,1,41.899832,-87.696992,"(41.899832, -87.696992)"
126,4339,1018 S Lytle St,2,28,Near West Side,3,41.869061,-87.658129,1,41.869061,-87.658129,"(41.869061, -87.658129)"
127,703,1019 W Diversey Pky,32,7,Lincoln Park,1,41.932478,-87.654604,0,41.932478,-87.654604,"(41.932478, -87.654604)"
128,5490,1019 W Diversey Pky,32,7,Lincoln Park,3,41.932478,-87.654604,1,41.932478,-87.654604,"(41.932478, -87.654604)"
129,310,102 N Wabash Ave,42,32,Loop,1,41.883363,-87.626375,0,41.883363,-87.626375,"(41.883363, -87.626375)"
130,4450,10200 S Avenue J J,10,52,East Side,2,41.709832,-87.534238,1,41.709832,-87.534238,"(41.709832, -87.534238)"
131,7420,10200 S Ewing Ave,10,52,East Side,1,41.709948,-87.535365,0,41.709948,-87.535365,"(41.709948, -87.535365)"
132,6066,1021 W Lill Ave,43,7,Lincoln Park,3,41.927917,-87.65434,1,41.927917,-87.65434,"(41.927917, -87.654340)"
133,4449,10211 S Crandon Ave,10,51,South Deering,2,41.709534,-87.566737,1,41.709534,-87.566737,"(41.709534, -87.566737)"
134,7255,1023 W Montrose Ave,46,3,Uptown,1,41.961609,-87.65537,0,41.961609,-87.65537,"(41.961609, -87.655370)"
135,2468,10241 S Commercial Ave,10,51,South Deering,1,41.7092,-87.552366,1,41.7092,-87.552366,"(41.709200, -87.552366)"
136,6277,10243 S Michigan Ave,9,49,Roseland,1,41.7083,-87.61984,1,41.7083,-87.61984,"(41.708300, -87.619840)"
137,5096,10244 S Ewing Ave,10,52,East Side,1,41.70914,-87.535447,1,41.70914,-87.535447,"(41.709140, -87.535447)"
138,7419,10248 S Ewing Ave,10,52,East Side,1,41.709081,-87.535447,0,41.709081,-87.535447,"(41.709081, -87.535447)"
139,3270,1026 W Leland Ave,46,3,Uptown,1,41.967431,-87.65571,1,41.967431,-87.65571,"(41.967431, -87.655710)"
140,6520,1029 W 35th St,11,60,Bridgeport,2,41.830539,-87.651757,0,41.830539,-87.651757,"(41.830539, -87.651757)"
141,2313,103 E Chestnut St,42,8,Near North Side,1,41.898205,-87.626014,1,41.898205,-87.626014,"(41.898205, -87.626014)"
142,1041,1030 N Orleans St,27,8,Near North Side,1,41.901406,-87.637471,0,41.901406,-87.637471,"(41.901406, -87.637471)"
143,6091,1030 W Van Buren St,2,28,Near West Side,1,41.876708,-87.652787,1,41.876708,-87.652787,"(41.876708, -87.652787)"
144,4032,10301 S Walden Pky,19,72,Beverly,1,41.706205,-87.668965,1,41.706205,-87.668965,"(41.706205, -87.668965)"
145,4140,10303 S Western Ave,19,72,Beverly,1,41.706159,-87.681431,1,41.706159,-87.681431,"(41.706159, -87.681431)"
146,4454,10309 S Morgan St,34,73,Washington Heights,2,41.706657,-87.647476,1,41.706657,-87.647476,"(41.706657, -87.647476)"
147,5965,1031 N Clark St,42,8,Near North Side,2,41.901013,-87.631176,1,41.901013,-87.631176,"(41.901013, -87.631176)"
148,2013,1031 W Albion Ave,49,1,Rogers Park,1,42.002439,-87.657809,1,42.002439,-87.657809,"(42.002439, -87.657809)"
149,785,10327 S Western Ave,19,72,Beverly,1,41.705811,-87.68142,0,41.705811,-87.68142,"(41.705811, -87.681420)"
150,2625,10330 S Elizabeth St,21,73,Washington Heights,3,41.705999,-87.65381,1,41.705999,-87.65381,"(41.705999, -87.653810)"
151,3960,10335 S Vincennes Ave,21,73,Washington Heights,3,41.706016,-87.656118,1,41.706016,-87.656118,"(41.706016, -87.656118)"
152,3962,10335 S Vincennes Ave,21,73,Washington Heights,3,41.706016,-87.656118,1,41.706016,-87.656118,"(41.706016, -87.656118)"
153,6601,10337 S Kedzie Ave,19,74,Mount Greenwood,1,41.705444,-87.701232,0,41.705444,-87.701232,"(41.705444, -87.701232)"
154,6600,10340 S Kedzie Ave,19,74,Mount Greenwood,1,41.705247,-87.701424,0,41.705247,-87.701424,"(41.705247, -87.701424)"
155,4455,10347 S Ewing Ave,10,52,East Side,2,41.707339,-87.535124,1,41.707339,-87.535124,"(41.707339, -87.535124)"
156,5806,1035 N Ashland Ave,27,24,West Town,2,41.900781,-87.667262,1,41.900781,-87.667262,"(41.900781, -87.667262)"
157,1073,1035 N Western Ave,1,24,West Town,2,41.900437,-87.686778,0,41.900437,-87.686778,"(41.900437, -87.686778)"
158,1501,1035 W 74th St,17,68,Englewood,3,41.759532,-87.64991,1,41.759532,-87.64991,"(41.759532, -87.649910)"
159,680,1035 W Lake St,27,28,Near West Side,3,41.885427,-87.653479,0,41.885427,-87.653479,"(41.885427, -87.653479)"
160,6630,1036 W Bryn Mawr Ave,48,77,Edgewater,2,41.983811,-87.656762,0,41.983811,-87.656762,"(41.983811, -87.656762)"
161,6076,1037 W Armitage Ave,32,7,Lincoln Park,2,41.917957,-87.654893,1,41.917957,-87.654893,"(41.917957, -87.654893)"
162,2113,1038 W Balmoral Ave,48,77,Edgewater,2,41.980153,-87.656664,1,41.980153,-87.656664,"(41.980153, -87.656664)"
163,717,1039 N Western Ave,1,24,West Town,2,41.90048,-87.686754,0,41.90048,-87.686754,"(41.900480, -87.686754)"
164,5810,1039 N Western Ave,1,24,West Town,1,41.90048,-87.686754,1,41.90048,-87.686754,"(41.900480, -87.686754)"
165,4868,1039 W Hollywood Ave,48,77,Edgewater,1,41.98536,-87.656938,1,41.98536,-87.656938,"(41.985360, -87.656938)"
166,856,10400 S Western Ave,19,72,Beverly,2,41.704366,-87.681733,0,41.704366,-87.681733,"(41.704366, -87.681733)"
167,287,1041 N California Ave,1,24,West Town,2,41.900579,-87.696748,0,41.900579,-87.696748,"(41.900579, -87.696748)"
168,3237,1041 W Lawrence Ave,46,3,Uptown,2,41.968937,-87.656368,1,41.968937,-87.656368,"(41.968937, -87.656368)"
169,4261,10429 S Ewing Ave,10,52,East Side,1,41.705889,-87.535124,1,41.705889,-87.535124,"(41.705889, -87.535124)"
170,663,1043 N California Ave,1,24,West Town,1,41.900244,-87.696955,0,41.900244,-87.696955,"(41.900244, -87.696955)"
171,4710,1044 N Francisco Ave,26,24,West Town,3,41.899824,-87.699444,1,41.899824,-87.699444,"(41.899824, -87.699444)"
172,4275,10459 S Ewing Ave,10,52,East Side,1,41.705281,-87.535124,1,41.705281,-87.535124,"(41.705281, -87.535124)"
173,4505,1048 N Campbell Ave,1,24,West Town,1,41.900547,-87.689583,1,41.900547,-87.689583,"(41.900547, -87.689583)"
174,6998,105 S Wabash Ave,42,32,Loop,1,41.880608,-87.625951,0,41.880608,-87.625951,"(41.880608, -87.625951)"
175,6999,105 S Wabash Ave,42,32,Loop,1,41.880608,-87.625951,0,41.880608,-87.625951,"(41.880608, -87.625951)"
176,5448,105 W Adams St,42,32,Loop,1,41.879278,-87.630966,1,41.879278,-87.630966,"(41.879278, -87.630966)"
177,4159,1050 W Wilson Ave,46,3,Uptown,2,41.965532,-87.656456,1,41.965532,-87.656456,"(41.965532, -87.656456)"
178,4255,10500 S Ewing Ave,10,52,East Side,1,41.704373,-87.53544,1,41.704373,-87.53544,"(41.704373, -87.535440)"
179,6142,10500 S Michigan Ave,9,49,Roseland,1,41.703134,-87.62085,1,41.703134,-87.62085,"(41.703134, -87.620850)"
180,1527,1051 E 83rd St,8,44,Chatham,1,41.743916,-87.598786,1,41.743916,-87.598786,"(41.743916, -87.598786)"
181,4142,10511 S Western Ave,19,72,Beverly,1,41.702377,-87.681306,1,41.702377,-87.681306,"(41.702377, -87.681306)"
182,4188,1052 W Bryn Mawr Ave,48,77,Edgewater,1,41.983807,-87.657025,1,41.983807,-87.657025,"(41.983807, -87.657025)"
183,4254,10523 S Ewing Ave,10,52,East Side,1,41.70405,-87.535082,1,41.70405,-87.535082,"(41.704050, -87.535082)"
184,4259,10532 S Ewing Ave,10,52,East Side,1,41.703904,-87.535443,1,41.703904,-87.535443,"(41.703904, -87.535443)"
185,4445,10538 S Langley Ave,9,50,Pullman,2,41.702472,-87.606477,1,41.702472,-87.606477,"(41.702472, -87.606477)"
186,7421,10538 S Torrence Ave,10,51,South Deering,1,41.703509,-87.559797,0,41.703509,-87.559797,"(41.703509, -87.559797)"
187,3544,10540 S Morgan St,34,73,Washington Heights,3,41.702456,-87.647709,1,41.702456,-87.647709,"(41.702456, -87.647709)"
188,4772,10540 S Morgan St,34,73,Washington Heights,2,41.702456,-87.647709,1,41.702456,-87.647709,"(41.702456, -87.647709)"
189,2639,10542 S Ewing Ave,10,52,East Side,1,41.703758,-87.535444,1,41.703758,-87.535444,"(41.703758, -87.535444)"
190,4260,10545 S Ewing Ave,10,52,East Side,1,41.703728,-87.535083,1,41.703728,-87.535083,"(41.703728, -87.535083)"
191,3771,1055 W Roosevelt Rd,2,28,Near West Side,2,41.866868,-87.653065,1,41.866868,-87.653065,"(41.866868, -87.653065)"
192,4262,10555 S Ewing Ave,10,52,East Side,1,41.703581,-87.535084,1,41.703581,-87.535084,"(41.703581, -87.535084)"
193,2101,10556 S Avenue L L,10,52,East Side,1,41.703542,-87.536634,1,41.703542,-87.536634,"(41.703542, -87.536634)"
194,4131,10557 S Western Ave,19,72,Beverly,2,41.701719,-87.68128,1,41.701719,-87.68128,"(41.701719, -87.681280)"
195,4270,10558 S Ewing Ave,10,52,East Side,1,41.703524,-87.535445,1,41.703524,-87.535445,"(41.703524, -87.535445)"
196,4833,1056 W Webster Ave,32,7,Lincoln Park,2,41.921806,-87.655167,1,41.921806,-87.655167,"(41.921806, -87.655167)"
197,4502,1058 W Polk St,25,28,Near West Side,1,41.87193,-87.653404,1,41.87193,-87.653404,"(41.871930, -87.653404)"
198,3844,1058 W Sheridan Rd,49,1,Rogers Park,2,41.99839,-87.657676,1,41.99839,-87.657676,"(41.998390, -87.657676)"
199,739,1059 N Wolcott Ave,1,24,West Town,2,41.900624,-87.674547,0,41.900624,-87.674547,"(41.900624, -87.674547)"
200,4841,1059 N Wolcott Ave,1,24,West Town,1,41.900624,-87.674547,1,41.900624,-87.674547,"(41.900624, -87.674547)"
201,15,1060 E 47th St,4,39,Kenwood,2,41.809728,-87.600232,0,41.809728,-87.600232,"(41.809728, -87.600232)"
202,1995,1060 W Addison St,44,6,Lake View,1,41.947232,-87.656416,1,41.947232,-87.656416,"(41.947232, -87.656416)"
203,4264,10610 S Ewing Ave,10,52,East Side,1,41.702395,-87.535447,1,41.702395,-87.535447,"(41.702395, -87.535447)"
204,4130,10611 S Western Ave,19,72,Beverly,1,41.700576,-87.681294,1,41.700576,-87.681294,"(41.700576, -87.681294)"
205,4258,10635 S Ewing Ave,10,52,East Side,1,41.702045,-87.535085,1,41.702045,-87.535085,"(41.702045, -87.535085)"
206,4773,1064 W Berwyn Ave,48,77,Edgewater,2,41.978315,-87.657054,1,41.978315,-87.657054,"(41.978315, -87.657054)"
207,6295,10656 S Michigan Ave,9,49,Roseland,1,41.700888,-87.621037,1,41.700888,-87.621037,"(41.700888, -87.621037)"
208,6299,107 E 111th St,9,49,Roseland,1,41.692488,-87.620678,1,41.692488,-87.620678,"(41.692488, -87.620678)"
209,7086,107 E 111th St,9,49,Roseland,1,41.692488,-87.620678,0,41.692488,-87.620678,"(41.692488, -87.620678)"
210,1319,107 W 111th St,34,49,Roseland,1,41.691502,-87.626123,1,41.691502,-87.626123,"(41.691502, -87.626123)"
